"country","COD","year","pop","respiratory","cardiovascular","zoonotic","chagas","hantavirus","cutaneous_leishmaniasis","visceral_leishmaniasis","rickettsial_disease","malaria","for_PLAND","for_PD","for_ED","for_AI","savanna_PLAND","notforest_PLAND","fire_MIN","fire_MAX","fire_MEAN","fire_COUNT","fire_SUM","pm25_SUM"
"Bolivia","BO010101",2001,151512.911190032,12382,12329,696,572,NA,4,NA,NA,120,9.5574,1.435,25.7634,78.7433,0,48.07,0,0,0,1470,0,11304882181
"Bolivia","BO010101",2002,154315.718661784,9230,6929,1740,1671,NA,4,NA,NA,65,9.5689,1.4356,25.7602,78.7719,0,48.078,0,0,0,1470,0,12461473067
"Bolivia","BO010101",2003,157118.526133537,7225,0,1849,1813,NA,4,NA,NA,32,9.5234,1.438,25.6728,78.7436,0,48.0284,0,0,0,1470,0,11689896778.5
"Bolivia","BO010101",2004,159921.333605289,8506,0,43,0,NA,4,NA,NA,39,9.5835,1.4332,25.7542,78.8098,0,47.9692,0,0,0,1470,0,13993886217
"Bolivia","BO010101",2005,162724.141077041,7435,0,28,0,NA,0,NA,NA,28,9.6467,1.432,25.7768,78.9304,0,48.0613,0,0,0,1470,0,13613956802
"Bolivia","BO010101",2006,165551.724201633,7656,0,34,0,NA,13,NA,NA,21,9.6736,1.4285,25.786,78.9816,0,48.0926,0,0,0,1470,0,11660390255
"Bolivia","BO010101",2007,168379.307326225,9114,0,21,0,NA,5,NA,NA,16,9.5952,1.4421,25.7206,78.8632,0,48.1353,0,0,0,1470,0,14432569463
"Bolivia","BO010101",2008,171206.890450816,7793,0,254,0,NA,5,NA,NA,249,9.5465,1.4338,25.6285,78.8325,0,48.1857,0,0,0,1470,0,11221599502
"Bolivia","BO010101",2009,174034.473575408,7083,0,4,0,NA,1,NA,NA,3,9.5993,1.4386,25.7826,78.8206,0,48.1788,0,0,0,1470,0,10904762212.5
"Bolivia","BO010101",2010,176862.0567,6070,0,836,834,NA,2,NA,NA,0,9.5893,1.4386,25.8045,78.7804,0,48.1931,0,0,0,1472,0,14239651164
"Bolivia","BO010101",2011,179738.214129455,7267,0,316,301,NA,15,NA,NA,0,9.5714,1.4386,25.8261,78.7229,0,48.1707,0,0,0,1470,0,11649315499
"Bolivia","BO010101",2012,182614.37155891,7499,0,240,236,NA,4,NA,NA,0,9.5904,1.4499,25.8936,78.709,0,48.1356,0,0,0,1470,0,11181583553
"Bolivia","BO010101",2013,185490.528988364,6284,0,263,240,NA,22,NA,NA,1,9.5836,1.4511,25.8998,78.6882,0,48.2109,0,0,0,1470,0,10611909766
"Bolivia","BO010101",2014,188366.686417819,5503,0,114,109,NA,5,NA,NA,0,9.5867,1.4499,25.9101,78.6858,0,48.4168,0,0,0,1470,0,11250870485
"Bolivia","BO010101",2015,191242.843847274,5784,0,395,326,NA,33,NA,NA,36,9.6179,1.4457,25.9207,78.7466,0,48.5714,0,0,0,1470,0,11803901114.5
"Bolivia","BO010101",2016,194180.100931167,4950,0,480,264,NA,27,NA,NA,189,9.6272,1.4427,25.8849,78.797,0,48.6263,0,0,0,1470,0,11711226666
"Bolivia","BO010101",2017,197117.35801506,3995,0,770,276,NA,16,NA,NA,478,9.6242,1.4499,25.9116,78.768,0,48.6293,0,0,0,1470,0,11814628995
"Bolivia","BO010101",2018,200054.615098952,4137,0,1101,550,NA,26,NA,NA,525,9.5987,1.4475,25.9034,78.718,0,48.6919,0,0,0,1470,0,11170459172
"Bolivia","BO010101",2019,202991.872182845,5091,0,946,698,NA,19,NA,NA,229,9.5832,1.4445,25.8683,78.7126,0,48.6979,0,0,0,1470,0,12272329400.5
"Bolivia","BO010103",2001,48389.4230263709,629,141,182,0,NA,0,NA,NA,182,18.166,1.9889,40.1646,82.6056,0,74.7658,0,0,0,1247,0,9579373458
"Bolivia","BO010103",2002,49284.5693918227,619,30,165,3,NA,0,NA,NA,162,18.2254,1.9805,40.1606,82.6631,0,74.7174,0,0,0,1247,0,10563574241
"Bolivia","BO010103",2003,50179.7157572746,670,0,227,1,NA,0,NA,NA,226,18.1201,1.9882,40.2786,82.5105,0,74.4466,0,0,0,1247,0,9915096203.5
"Bolivia","BO010103",2004,51074.8621227264,648,0,139,0,NA,0,NA,NA,139,18.1352,1.9924,40.2516,82.5357,0,74.2708,0,0,0,1247,0,11973164172
"Bolivia","BO010103",2005,51970.0084881782,641,0,86,0,NA,0,NA,NA,86,18.173,1.9868,40.2839,82.5576,0,74.391,0,0,0,1247,0,11649295907
"Bolivia","BO010103",2006,52873.0676265426,561,0,176,0,NA,1,NA,NA,175,18.2021,1.9812,40.2933,82.5819,0,74.4708,0,0,0,1247,0,9902762218.5
"Bolivia","BO010103",2007,53776.1267649069,323,0,113,0,NA,0,NA,NA,113,18.1032,1.9917,40.2227,82.5181,0,74.3849,0,0,0,1247,0,12305413566
"Bolivia","BO010103",2008,54679.1859032713,220,0,17,0,NA,1,NA,NA,16,18.0902,2,40.2229,82.5047,0,74.1945,0,0,0,1247,0,9520664343
"Bolivia","BO010103",2009,55582.2450416356,208,0,4,0,NA,0,NA,NA,4,18.1405,1.9903,40.2335,82.5483,0,74.1827,0,0,0,1247,0,9203711660
"Bolivia","BO010103",2010,56485.30418,240,0,0,0,NA,0,NA,NA,0,18.1738,1.9938,40.2695,82.5649,0,74.173,0,0,0,1246,0,12124398138
"Bolivia","BO010103",2011,57403.8767164975,169,0,3,0,NA,1,NA,NA,2,18.1882,2.0007,40.3139,82.5601,0,73.9211,0,0,0,1247,0,9869702947.5
"Bolivia","BO010103",2012,58322.4492529951,224,0,45,0,NA,0,NA,NA,45,18.212,1.9979,40.408,82.5415,0,73.7548,0,0,0,1247,0,9461311890.5
"Bolivia","BO010103",2013,59241.0217894926,147,0,17,0,NA,0,NA,NA,17,18.2261,1.9924,40.463,82.5311,0,73.789,0,0,0,1247,0,8948829406.5
"Bolivia","BO010103",2014,60159.5943259902,113,0,5,5,NA,0,NA,NA,0,18.3027,1.9952,40.4893,82.5934,0,73.9938,0,0,0,1247,0,9524747711.5
"Bolivia","BO010103",2015,61078.1668624877,54,0,38,33,NA,5,NA,NA,0,18.3503,1.9917,40.4871,82.6392,0,74.1739,0,0,0,1247,0,10021234206
"Bolivia","BO010103",2016,62016.2531173705,63,0,82,72,NA,10,NA,NA,0,18.3702,1.9882,40.4913,82.6567,0,74.2728,0,0,0,1247,0,9920381715
"Bolivia","BO010103",2017,62954.3393722533,37,0,17,16,NA,1,NA,NA,0,18.3621,1.9861,40.4926,82.6481,0,74.2129,0,0,0,1247,0,10022481522.5
"Bolivia","BO010103",2018,63892.4256271362,95,0,63,58,NA,5,NA,NA,0,18.3275,1.9882,40.4815,82.6197,0,74.3321,0,0,0,1247,0,9444458830.5
"Bolivia","BO010103",2019,64830.511882019,35,0,7,3,NA,0,NA,NA,4,18.225,1.9973,40.4769,82.5232,0,74.3414,0,0,0,1247,0,10425831303.5
"Bolivia","BO010201",2001,10638.4815847634,685,127,211,0,NA,0,NA,NA,211,19.4587,0.7096,26.4297,89.2307,0,20.9142,0,0,0,1510,0,11536972543.5
"Bolivia","BO010201",2002,10835.2807501077,399,101,159,2,NA,0,NA,NA,157,19.4626,0.7142,26.4595,89.2209,0,20.8799,0,1,0.001324503311258,1510,2,12828857011
"Bolivia","BO010201",2003,11032.0799154519,524,0,33,0,NA,0,NA,NA,33,19.3995,0.7148,26.3929,89.2132,0,20.9769,0,1,0.003973509933775,1510,6,11916519705.5
"Bolivia","BO010201",2004,11228.8790807962,360,0,248,0,NA,1,NA,NA,247,19.3845,0.7142,26.3921,89.2052,0,21.0099,0,1,0.000662251655629,1510,1,13914178430
"Bolivia","BO010201",2005,11425.6782461404,402,0,228,0,NA,0,NA,NA,228,19.4544,0.7113,26.4472,89.2213,0,20.9258,0,1,0.003311258278146,1510,5,13498622150
"Bolivia","BO010201",2006,11624.2170469123,428,0,1548,0,NA,0,NA,NA,1548,19.4734,0.7136,26.4613,89.2268,0,20.8888,0,0,0,1510,0,11836063123
"Bolivia","BO010201",2007,11822.7558476842,424,0,226,0,NA,0,NA,NA,226,19.3985,0.7125,26.4258,89.1997,0,20.9592,0,1,0.004635761589404,1510,7,14624308428
"Bolivia","BO010201",2008,12021.2946484562,281,0,258,0,NA,1,NA,NA,257,19.3022,0.7182,26.4066,89.1543,0,21.1549,0,1,0.004635761589404,1510,7,11374487523.5
"Bolivia","BO010201",2009,12219.8334492281,660,0,136,0,NA,0,NA,NA,136,19.2997,0.7252,26.4883,89.1189,0,21.1942,0,0,0,1510,0,11247046697.5
"Bolivia","BO010201",2010,12418.37225,394,0,19,0,NA,0,NA,NA,19,19.3146,0.724,26.5002,89.1227,0,21.1795,0,1,0.011920529801325,1510,18,14400725392
"Bolivia","BO010201",2011,12620.3216989353,107,0,9,0,NA,3,NA,NA,6,19.3568,0.7281,26.6274,89.0942,0,21.1411,0,0,0,1510,0,11859822540
"Bolivia","BO010201",2012,12822.2711478706,199,0,14,4,NA,3,NA,NA,7,19.417,0.7281,26.7102,89.0938,0,21.0437,0,0,0,1510,0,11452333762
"Bolivia","BO010201",2013,13024.2205968059,137,0,22,18,NA,3,NA,NA,1,19.4409,0.7258,26.6943,89.1138,0,20.9025,0,1,0.001324503311258,1510,2,10968383353.5
"Bolivia","BO010201",2014,13226.1700457412,53,0,46,0,NA,0,NA,NA,46,19.205,0.7414,26.8363,88.9214,0,21.0724,0,0,0,1510,0,11473754223
"Bolivia","BO010201",2015,13428.1194946765,50,0,673,11,NA,4,NA,NA,658,19.2225,0.7379,26.8634,88.92,0,20.9345,0,0,0,1510,0,11978823771
"Bolivia","BO010201",2016,13634.3590455054,71,0,246,0,NA,0,NA,NA,246,19.2533,0.735,26.8709,88.935,0,20.8274,0,0,0,1510,0,11921975687.5
"Bolivia","BO010201",2017,13840.5985963344,26,0,306,30,NA,1,NA,NA,275,19.2847,0.7327,26.9021,88.9406,0,20.7508,0,1,0.000662251655629,1510,1,12021461883.5
"Bolivia","BO010201",2018,14046.8381471633,42,0,157,21,NA,2,NA,NA,134,19.3023,0.7344,26.922,88.943,0,20.7775,0,1,0.001986754966887,1510,3,11447469530
"Bolivia","BO010201",2019,14253.0776979923,71,0,42,42,NA,0,NA,NA,0,19.2815,0.7338,26.9237,88.9306,0,20.8171,0,0,0,1510,0,12429463869
"Bolivia","BO010202",2001,9480.54574334621,569,143,77,0,NA,0,NA,NA,77,24.8967,0.7924,36.309,88.5182,0,27.8527,0,0,0,1179,0,9032633384.5
"Bolivia","BO010202",2002,9655.92448723315,666,114,55,0,NA,0,NA,NA,55,24.9106,0.7938,36.2992,88.5274,0,27.7818,0,1,0.004240882103478,1179,5,10056841880
"Bolivia","BO010202",2003,9831.3032311201,781,0,49,0,NA,0,NA,NA,49,24.825,0.7961,36.2484,88.5038,0,27.8655,0,1,0.000848176420696,1179,1,9332077445
"Bolivia","BO010202",2004,10006.6819750071,587,0,64,0,NA,0,NA,NA,64,24.7836,0.7946,36.225,88.492,0,27.8957,0,1,0.001696352841391,1179,2,11054517681
"Bolivia","BO010202",2005,10182.060718894,713,0,124,0,NA,0,NA,NA,124,24.8657,0.7938,36.2933,88.5084,0,27.7357,0,0,0,1179,0,10737512524
"Bolivia","BO010202",2006,10358.9897431152,581,0,20,0,NA,2,NA,NA,18,24.9047,0.7953,36.3193,88.5184,0,27.5849,0,0,0,1179,0,9289837639
"Bolivia","BO010202",2007,10535.9187673364,656,0,21,0,NA,0,NA,NA,21,24.8156,0.7931,36.2234,88.5079,0,27.6172,0,0,0,1179,0,11557461586
"Bolivia","BO010202",2008,10712.8477915576,535,0,16,0,NA,0,NA,NA,16,24.7139,0.7938,36.1624,88.4807,0,27.7865,0,0,0,1179,0,8911446342.5
"Bolivia","BO010202",2009,10889.7768157788,360,0,7,0,NA,0,NA,NA,7,24.8254,0.7998,36.3066,88.4868,0,27.7255,0,0,0,1179,0,8757290549.5
"Bolivia","BO010202",2010,11066.70584,178,0,0,0,NA,0,NA,NA,0,24.8948,0.7998,36.3686,88.4987,0,27.729,0,0,0,1180,0,11366653001
"Bolivia","BO010202",2011,11246.6742824145,174,0,0,0,NA,0,NA,NA,0,24.9506,0.7983,36.4137,88.5103,0,27.5921,0,0,0,1179,0,9284198309.5
"Bolivia","BO010202",2012,11426.642724829,269,0,1,0,NA,0,NA,NA,1,25.0321,0.802,36.5288,88.5111,0,27.5001,0,0,0,1179,0,8944490456
"Bolivia","BO010202",2013,11606.6111672435,105,0,2,0,NA,0,NA,NA,2,25.0567,0.8042,36.5741,88.5078,0,27.2539,0,0,0,1179,0,8531987777.5
"Bolivia","BO010202",2014,11786.579609658,159,0,2,0,NA,0,NA,NA,2,24.767,0.8308,36.8358,88.2889,0,27.3242,0,0,0,1179,0,8985805789.5
"Bolivia","BO010202",2015,11966.5480520725,162,0,13,9,NA,3,NA,NA,1,24.7696,0.8286,36.8435,88.2875,0,27.1162,0,0,0,1179,0,9400070902
"Bolivia","BO010202",2016,12150.3396489143,97,0,1,0,NA,1,NA,NA,0,24.8241,0.833,36.9078,88.2927,0,27.1304,0,0,0,1179,0,9343439886
"Bolivia","BO010202",2017,12334.1312457561,107,0,0,0,NA,0,NA,NA,0,24.8837,0.8411,37.0245,88.2835,0,27.1049,0,0,0,1179,0,9427259721
"Bolivia","BO010202",2018,12517.9228425979,141,0,3,2,NA,1,NA,NA,0,24.8702,0.8389,37.0111,88.2815,0,27.1504,0,0,0,1179,0,8943073500
"Bolivia","BO010202",2019,12701.7144394397,217,0,13,13,NA,0,NA,NA,0,24.7949,0.8404,37.0163,88.2439,0,27.1438,0,1,0.001696352841391,1179,2,9772960374
"Bolivia","BO010301",2001,6965.0595459938,434,185,24,0,NA,0,NA,NA,24,13.8235,2.7372,44.4875,74.555,0,80.2315,0,0,0,573,0,4421139861.5
"Bolivia","BO010301",2002,7093.90481019019,359,157,24,0,NA,0,NA,NA,24,13.9175,2.7418,44.5019,74.719,0,79.648,0,0,0,573,0,4949255448
"Bolivia","BO010301",2003,7222.75007438659,457,0,38,10,NA,0,NA,NA,28,13.984,2.7388,44.5462,74.8154,0,79.4096,0,0,0,573,0,4572370707.5
"Bolivia","BO010301",2004,7351.59533858298,256,0,1,0,NA,0,NA,NA,1,13.973,2.7251,44.5958,74.7671,0,79.562,0,0,0,573,0,5556494533
"Bolivia","BO010301",2005,7480.44060277938,237,0,8,0,NA,0,NA,NA,8,13.9983,2.7175,44.6093,74.8056,0,79.3173,0,0,0,573,0,5401528788
"Bolivia","BO010301",2006,7610.4248052235,203,0,4,0,NA,0,NA,NA,4,14.0175,2.7144,44.553,74.8719,0,79.4379,0,0,0,573,0,4569341874.5
"Bolivia","BO010301",2007,7740.40900766763,316,0,0,0,NA,0,NA,NA,0,14.075,2.6901,44.564,74.9693,0,79.6268,0,0,0,573,0,5766650935
"Bolivia","BO010301",2008,7870.39321011175,150,0,3,0,NA,0,NA,NA,3,14.0944,2.6962,44.6907,74.9347,0,79.5513,0,0,0,573,0,4359001452.5
"Bolivia","BO010301",2009,8000.37741255588,124,0,5,0,NA,0,NA,NA,5,14.0598,2.7159,44.721,74.8556,0,79.5192,0,0,0,573,0,4239185523.5
"Bolivia","BO010301",2010,8130.361615,152,0,4,0,NA,0,NA,NA,4,14.1166,2.722,44.7793,74.924,0,79.3625,0,0,0,573,0,5653105227
"Bolivia","BO010301",2011,8262.57878470248,60,0,1,0,NA,0,NA,NA,1,14.2349,2.7175,44.9088,75.0618,0,79.0655,0,0,0,573,0,4539983728.5
"Bolivia","BO010301",2012,8394.79595440497,47,0,1,1,NA,0,NA,NA,0,14.34,2.7205,44.9396,75.2272,0,78.904,0,0,0,573,0,4354464538.5
"Bolivia","BO010301",2013,8527.01312410745,41,0,0,0,NA,0,NA,NA,0,14.3998,2.7068,45.0003,75.2973,0,78.774,0,0,0,573,0,4117074138
"Bolivia","BO010301",2014,8659.23029380994,38,0,0,0,NA,0,NA,NA,0,14.4052,2.7251,45.0152,75.2982,0,78.6573,0,0,0,573,0,4391022116
"Bolivia","BO010301",2015,8791.44746351242,88,0,101,8,NA,0,NA,NA,93,14.4248,2.7281,45.0065,75.3353,0,78.5072,0,0,0,573,0,4617843037.5
"Bolivia","BO010301",2016,8926.47338399887,69,0,85,0,NA,0,NA,NA,85,14.4084,2.7251,45.0585,75.2788,0,78.3799,0,0,0,573,0,4567188608.5
"Bolivia","BO010301",2017,9061.49930448532,49,0,92,0,NA,0,NA,NA,92,14.3645,2.7281,45.034,75.2164,0,78.5502,0,0,0,573,0,4623480318
"Bolivia","BO010301",2018,9196.52522497177,63,0,103,23,NA,0,NA,NA,80,14.1685,2.7342,44.9353,74.9269,0,78.7264,0,0,0,573,0,4348876614.5
"Bolivia","BO010301",2019,9331.55114545822,56,0,38,29,NA,0,NA,NA,9,13.9774,2.7266,44.746,74.6898,0,78.8865,0,0,0,573,0,4815278614.5
"Bolivia","BO010302",2001,8619.27278723716,381,42,38,0,NA,0,NA,NA,38,24.2836,2.0303,53.1287,82.7796,0,72.6412,0,0,0,1176,0,9090111859.5
"Bolivia","BO010302",2002,8778.71901099681,252,23,18,0,NA,0,NA,NA,18,24.299,2.0303,53.1374,82.7874,0,72.5777,0,0,0,1176,0,10155314280
"Bolivia","BO010302",2003,8938.16523475647,424,0,40,0,NA,0,NA,NA,40,24.1468,2.0377,53.0968,82.6921,0,72.6142,0,0,0,1176,0,9402652683.5
"Bolivia","BO010302",2004,9097.61145851612,288,0,66,0,NA,0,NA,NA,66,24.266,2.0236,53.0994,82.7773,0,72.5205,0,0,0,1176,0,11523485320
"Bolivia","BO010302",2005,9257.05768227577,285,0,51,0,NA,0,NA,NA,51,24.3677,2.0162,53.1329,82.8375,0,72.3582,0,0,0,1176,0,11208167636
"Bolivia","BO010302",2006,9417.91334782062,284,0,12,0,NA,0,NA,NA,12,24.4178,2.0103,53.0982,82.8841,0,72.2454,0,1,0.000850340136054,1176,1,9409513796.5
"Bolivia","BO010302",2007,9578.76901336546,364,0,11,0,NA,0,NA,NA,11,24.3752,2.0148,53.0144,82.8817,0,72.2781,0,0,0,1176,0,11894974182
"Bolivia","BO010302",2008,9739.62467891031,344,0,7,0,NA,0,NA,NA,7,24.3744,2.0362,53.0249,82.878,0,72.3206,0,0,0,1176,0,8970823126
"Bolivia","BO010302",2009,9900.48034445515,681,0,17,0,NA,0,NA,NA,17,24.4651,2.0347,53.0736,82.9256,0,72.2922,0,1,0.001700680272109,1176,2,8673027374.5
"Bolivia","BO010302",2010,10061.33601,610,0,5,5,NA,0,NA,NA,0,24.454,2.0481,53.0509,82.9255,0,72.3119,0,0,0,1177,0,11656175267
"Bolivia","BO010302",2011,10224.9549740004,377,0,1,1,NA,0,NA,NA,0,24.5421,2.0377,53.0915,82.9739,0,72.2045,0,0,0,1176,0,9327688669
"Bolivia","BO010302",2012,10388.5739380007,508,0,5,5,NA,0,NA,NA,0,24.7445,2.0318,53.4288,83.0052,0,71.9926,0,0,0,1176,0,8933128102.5
"Bolivia","BO010302",2013,10552.1929020011,282,0,14,13,NA,0,NA,NA,1,24.8396,2.0244,53.5054,83.0464,0,71.9497,0,0,0,1176,0,8416249267.5
"Bolivia","BO010302",2014,10715.8118660014,125,0,0,0,NA,0,NA,NA,0,24.9687,2.0037,53.4752,83.1438,0,71.9072,0,0,0,1176,0,9014257190
"Bolivia","BO010302",2015,10879.4308300018,128,0,276,30,NA,0,NA,NA,246,25.0175,2.0074,53.4586,83.1819,0,71.8755,0,0,0,1176,0,9504992732.5
"Bolivia","BO010302",2016,11046.5256311893,34,0,341,0,NA,0,NA,NA,341,25.0371,1.9955,53.4281,83.2047,0,71.8647,0,0,0,1176,0,9379153971
"Bolivia","BO010302",2017,11213.6204323768,66,0,260,20,NA,0,NA,NA,240,25.0399,1.9926,53.4426,83.2016,0,71.8075,0,0,0,1176,0,9509793490
"Bolivia","BO010302",2018,11380.7152335644,29,0,205,48,NA,0,NA,NA,157,24.9157,2.0155,53.4178,83.1258,0,71.8556,0,0,0,1176,0,8911633836
"Bolivia","BO010302",2019,11547.8100347519,37,0,121,20,NA,0,NA,NA,101,24.7771,2.0229,53.3374,83.0567,0,71.9316,0,0,0,1176,0,9914534331
"Bolivia","BO010303",2001,11913.8478930473,267,145,36,0,NA,0,NA,NA,36,24.5493,1.9543,50.475,83.7889,0,63.1126,0,0,0,1082,0,8302221122
"Bolivia","BO010303",2002,12134.2398113965,271,74,96,25,NA,0,NA,NA,71,24.6862,1.9478,50.7596,83.7875,0,63.2338,0,0,0,1082,0,9345779858
"Bolivia","BO010303",2003,12354.6317297458,393,1,104,0,NA,0,NA,NA,104,24.6792,1.9583,50.8345,83.7594,0,63.3468,0,1,0.00184842883549,1082,2,8587606577.5
"Bolivia","BO010303",2004,12575.023648095,315,0,65,0,NA,0,NA,NA,65,24.7227,1.9575,50.7497,83.8145,0,63.3287,0,0,0,1082,0,10619758368
"Bolivia","BO010303",2005,12795.4155664443,287,0,56,0,NA,0,NA,NA,56,24.7196,1.9575,50.752,83.8113,0,63.0266,0,0,0,1082,0,10327947150
"Bolivia","BO010303",2006,13017.7556631554,227,0,27,0,NA,0,NA,NA,27,24.7456,1.9527,50.5905,83.8808,0,62.9565,0,0,0,1082,0,8602831751.5
"Bolivia","BO010303",2007,13240.0957598666,273,0,19,0,NA,0,NA,NA,19,24.7652,1.9527,50.4944,83.9241,0,63.0469,0,0,0,1082,0,10989174935
"Bolivia","BO010303",2008,13462.4358565777,146,0,29,0,NA,0,NA,NA,29,24.717,1.9502,50.3677,83.9339,0,63.2081,0,0,0,1082,0,8164555896.5
"Bolivia","BO010303",2009,13684.7759532889,60,0,6,0,NA,0,NA,NA,6,24.5756,1.9478,50.1291,83.9186,0,63.1305,0,0,0,1082,0,7886263623
"Bolivia","BO010303",2010,13907.11605,117,0,5,1,NA,0,NA,NA,4,24.6055,1.9518,50.0948,83.9488,0,63.1669,0,0,0,1082,0,10734137924
"Bolivia","BO010303",2011,14133.2756787737,65,0,5,0,NA,0,NA,NA,5,24.7816,1.9494,50.3268,83.9883,0,63.2395,0,0,0,1082,0,8497591393
"Bolivia","BO010303",2012,14359.4353075474,101,0,0,0,NA,0,NA,NA,0,24.8521,1.9518,50.4548,83.9924,0,63.1987,0,0,0,1082,0,8135330616.5
"Bolivia","BO010303",2013,14585.5949363212,112,0,9,0,NA,0,NA,NA,9,24.944,1.9494,50.3713,84.0767,0,63.0439,0,0,0,1082,0,7644362365.5
"Bolivia","BO010303",2014,14811.7545650949,82,0,9,0,NA,0,NA,NA,9,24.9423,1.9575,50.3904,84.0699,0,63.0363,0,0,0,1082,0,8221534047.5
"Bolivia","BO010303",2015,15037.9141938686,90,0,492,24,NA,0,NA,NA,468,24.9612,1.9567,50.4357,84.0677,0,63.0896,0,0,0,1082,0,8686043226.5
"Bolivia","BO010303",2016,15268.8782274723,109,0,491,9,NA,0,NA,NA,482,24.9498,1.9583,50.5266,84.0299,0,62.9976,0,0,0,1082,0,8548813292
"Bolivia","BO010303",2017,15499.8422610759,76,0,448,11,NA,0,NA,NA,437,24.9749,1.947,50.5723,84.0291,0,62.9313,0,0,0,1082,0,8683970423.5
"Bolivia","BO010303",2018,15730.8062946796,24,0,399,1,NA,0,NA,NA,398,24.9234,1.9535,50.6891,83.9593,0,62.9445,0,0,0,1082,0,8114361427.5
"Bolivia","BO010303",2019,15961.7703282832,13,0,139,1,NA,1,NA,NA,137,24.8012,1.9656,50.6518,83.8913,0,62.9046,0,0,0,1082,0,9072162919.5
"Bolivia","BO010304",2001,6112.77136950492,374,28,46,0,NA,0,NA,NA,46,0.431,0.0349,0.8211,85.2924,0,1.1266,0,0,0,701,0,5378607681.5
"Bolivia","BO010304",2002,6225.8503209114,355,38,5,0,NA,0,NA,NA,5,0.4307,0.0349,0.8247,85.2202,0,1.1253,0,0,0,701,0,5980372384
"Bolivia","BO010304",2003,6338.92927231788,322,0,7,5,NA,0,NA,NA,2,0.4314,0.0362,0.8231,85.2759,0,1.1261,0,0,0,701,0,5559147901
"Bolivia","BO010304",2004,6452.00822372436,290,0,5,0,NA,0,NA,NA,5,0.4303,0.0362,0.8263,85.1775,0,1.1261,0,0,0,701,0,6633177267
"Bolivia","BO010304",2005,6565.08717513084,377,0,10,0,NA,0,NA,NA,10,0.43,0.0349,0.8294,85.1095,0,1.1253,0,0,0,701,0,6446759130
"Bolivia","BO010304",2006,6679.16569730467,288,0,11,0,NA,0,NA,NA,11,0.4278,0.0362,0.8302,85.0022,0,1.1231,0,0,0,701,0,5541886986
"Bolivia","BO010304",2007,6793.2442194785,265,0,3,0,NA,0,NA,NA,3,0.4249,0.0374,0.8251,85.0037,0,1.1256,0,0,0,701,0,6901458019
"Bolivia","BO010304",2008,6907.32274165234,133,0,8,0,NA,0,NA,NA,8,0.4205,0.0337,0.8235,84.9077,0,1.1308,0,0,0,701,0,5313856235.5
"Bolivia","BO010304",2009,7021.40126382617,185,0,1,0,NA,0,NA,NA,1,0.4233,0.0312,0.8278,84.9301,0,1.1223,0,0,0,701,0,5199518968.5
"Bolivia","BO010304",2010,7135.479786,266,0,0,0,NA,0,NA,NA,0,0.4279,0.03,0.8235,85.1852,0,1.1173,0,0,0,700,0,6788948755
"Bolivia","BO010304",2011,7251.5180377653,138,0,1,1,NA,0,NA,NA,0,0.4225,0.0324,0.8136,85.1891,0,1.1141,0,0,0,701,0,5532036167
"Bolivia","BO010304",2012,7367.5562895306,87,0,0,0,NA,0,NA,NA,0,0.4253,0.0337,0.8294,84.9573,0,1.0923,0,0,0,701,0,5320012974
"Bolivia","BO010304",2013,7483.5945412959,37,0,8,8,NA,0,NA,NA,0,0.4248,0.0337,0.8318,84.8944,0,1.0661,0,0,0,701,0,5061834834.5
"Bolivia","BO010304",2014,7599.6327930612,49,0,0,0,NA,0,NA,NA,0,0.4168,0.0349,0.8271,84.6929,0,1.0579,0,0,0,701,0,5351786310.5
"Bolivia","BO010304",2015,7715.6710448265,55,0,301,26,NA,0,NA,NA,275,0.4143,0.0349,0.8255,84.6449,0,1.0504,0,0,0,701,0,5604874294.5
"Bolivia","BO010304",2016,7834.17434806823,63,0,321,58,NA,0,NA,NA,263,0.4178,0.0374,0.8361,84.5474,0,1.0476,0,0,0,701,0,5566245368.5
"Bolivia","BO010304",2017,7952.67765130996,32,0,222,21,NA,0,NA,NA,201,0.4201,0.0374,0.8361,84.6364,0,1.0457,0,0,0,701,0,5617512386
"Bolivia","BO010304",2018,8071.18095455169,17,0,167,10,NA,0,NA,NA,157,0.421,0.0374,0.8354,84.6968,0,1.0404,0,0,0,701,0,5318304566
"Bolivia","BO010304",2019,8189.68425779342,20,0,92,14,NA,0,NA,NA,78,0.4233,0.0387,0.8444,84.6293,0,1.0253,0,0,0,701,0,5831466649.5
"Bolivia","BO010401",2001,14813.0423728942,1055,754,607,0,NA,1,NA,NA,606,70.7844,0.9899,38.0099,95.7379,0,25.4764,0,1,0.003436426116838,1455,5,11074160332
"Bolivia","BO010401",2002,15087.0659095883,694,1141,330,13,NA,0,NA,NA,317,70.9077,0.9821,38.0363,95.7423,0,25.2325,0,1,0.000687285223368,1455,1,12543329941
"Bolivia","BO010401",2003,15361.0894462823,543,0,131,0,NA,0,NA,NA,131,70.6204,0.9731,38.1349,95.7139,0,25.5617,0,1,0.003436426116838,1455,5,11442423613.5
"Bolivia","BO010401",2004,15635.1129829764,674,0,179,0,NA,0,NA,NA,179,70.5224,0.9773,38.1293,95.7088,0,25.5013,0,1,0.000687285223368,1455,1,14038808353
"Bolivia","BO010401",2005,15909.1365196704,586,0,141,0,NA,0,NA,NA,141,70.8289,0.9821,38.0739,95.7339,0,25.0873,0,0,0,1455,0,13644927552
