"country","department","municipality","COD","scale","year","cardiovascular","chagas","cutaneous_leishmaniasis","malaria","pneumonia","respiratory_symptomatic"
"Bolivia","CHUQUISACA","SUCRE","BO010101","municipality",2001,12329,572,4,120,9813,2569
"Bolivia","CHUQUISACA","YOTALA","BO010102","municipality",2001,99,0,0,4,378,158
"Bolivia","CHUQUISACA","POROMA","BO010103","municipality",2001,141,0,0,182,435,194
"Bolivia","CHUQUISACA","AZURDUY","BO010201","municipality",2001,127,0,0,211,558,127
"Bolivia","CHUQUISACA","TARVITA","BO010202","municipality",2001,143,0,0,77,410,159
"Bolivia","CHUQUISACA","ZUDAÑEZ","BO010301","municipality",2001,185,0,0,24,328,106
"Bolivia","CHUQUISACA","PRESTO","BO010302","municipality",2001,42,0,0,38,323,58
"Bolivia","CHUQUISACA","MOJOCOYA","BO010303","municipality",2001,145,0,0,36,207,60
"Bolivia","CHUQUISACA","ICLA","BO010304","municipality",2001,28,0,0,46,278,96
"Bolivia","CHUQUISACA","PADILLA","BO010401","municipality",2001,754,0,1,606,865,190
"Bolivia","CHUQUISACA","TOMINA","BO010402","municipality",2001,103,0,0,151,693,95
"Bolivia","CHUQUISACA","SOPACHUY","BO010403","municipality",2001,195,1,0,40,475,127
"Bolivia","CHUQUISACA","ALCALA","BO010404","municipality",2001,44,0,1,14,232,34
"Bolivia","CHUQUISACA","EL VILLAR","BO010405","municipality",2001,117,0,0,249,193,79
"Bolivia","CHUQUISACA","MONTEAGUDO","BO010501","municipality",2001,1087,10,0,1253,1288,695
"Bolivia","CHUQUISACA","HUACARETA","BO010502","municipality",2001,179,11,0,312,404,107
"Bolivia","CHUQUISACA","TARABUCO","BO010601","municipality",2001,92,0,0,8,598,359
"Bolivia","CHUQUISACA","YAMPARAEZ","BO010602","municipality",2001,108,0,0,16,326,224
"Bolivia","CHUQUISACA","CAMARGO","BO010701","municipality",2001,299,1,1,3,1291,148
"Bolivia","CHUQUISACA","SAN LUCAS","BO010702","municipality",2001,412,1,0,50,1946,458
"Bolivia","CHUQUISACA","INCAHUASI","BO010703","municipality",2001,96,0,0,37,871,112
"Bolivia","CHUQUISACA","VILLA CHARCAS","BO010704","municipality",2001,0,0,0,0,0,0
"Bolivia","CHUQUISACA","VILLA SERRANO","BO010801","municipality",2001,230,0,0,43,715,120
"Bolivia","CHUQUISACA","CAMATAQUI (C. VILLA ABECIA)","BO010901","municipality",2001,191,1,0,3,118,83
"Bolivia","CHUQUISACA","CULPINA","BO010902","municipality",2001,162,0,1,161,1271,200
"Bolivia","CHUQUISACA","LAS CARRERAS","BO010903","municipality",2001,123,0,0,2,87,46
"Bolivia","CHUQUISACA","VILLA VACA GUZMAN (MUYUPAMPA)","BO011001","municipality",2001,198,1,1,890,306,148
"Bolivia","CHUQUISACA","HUACAYA (VILLA DE HUACAYA)","BO011002","municipality",2001,170,7,0,45,221,46
"Bolivia","CHUQUISACA","MACHARETI","BO011003","municipality",2001,220,0,0,132,213,124
"Bolivia","LA PAZ","LA PAZ","BO020101","municipality",2001,6762,54,199,978,8822,2888
"Bolivia","LA PAZ","PALCA","BO020102","municipality",2001,28,0,0,0,379,102
"Bolivia","LA PAZ","MECAPACA","BO020103","municipality",2001,51,0,0,0,205,51
"Bolivia","LA PAZ","ACHOCALLA","BO020104","municipality",2001,17,0,0,0,269,51
"Bolivia","LA PAZ","EL ALTO","BO020105","municipality",2001,3325,0,7,0,11023,2587
"Bolivia","LA PAZ","ACHACACHI","BO020201","municipality",2001,153,0,2,4,732,403
"Bolivia","LA PAZ","ANCORAIMES","BO020202","municipality",2001,22,0,1,0,183,122
"Bolivia","LA PAZ","CHUA COCANI","BO020203","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","HUARINA","BO020204","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","SANTIAGO DE HUATA","BO020205","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","HUATAJATA","BO020206","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","CORO CORO","BO020301","municipality",2001,32,0,0,0,262,2
"Bolivia","LA PAZ","CAQUIAVIRI","BO020302","municipality",2001,23,0,0,4,85,12
"Bolivia","LA PAZ","CALACOTO","BO020303","municipality",2001,15,0,1,0,149,0
"Bolivia","LA PAZ","COMANCHE","BO020304","municipality",2001,16,0,0,0,114,12
"Bolivia","LA PAZ","CHARAÑA","BO020305","municipality",2001,60,0,0,0,20,2
"Bolivia","LA PAZ","WALDO BALLIVIAN","BO020306","municipality",2001,1,0,0,0,93,0
"Bolivia","LA PAZ","NAZACARA DE PACAJES","BO020307","municipality",2001,3,0,0,0,16,1
"Bolivia","LA PAZ","SANTIAGO DE CALLAPA","BO020308","municipality",2001,11,0,0,0,50,14
"Bolivia","LA PAZ","PUERTO ACOSTA","BO020401","municipality",2001,94,0,2,3,460,177
"Bolivia","LA PAZ","MOCOMOCO","BO020402","municipality",2001,44,0,4,3,122,86
"Bolivia","LA PAZ","PUERTO CARABUCO","BO020403","municipality",2001,104,0,1,11,494,141
"Bolivia","LA PAZ","HUMANATA","BO020404","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","ESCOMA","BO020405","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","CHUMA","BO020501","municipality",2001,44,0,4,15,81,36
"Bolivia","LA PAZ","AYATA","BO020502","municipality",2001,44,0,2,25,60,18
"Bolivia","LA PAZ","AUCAPATA","BO020503","municipality",2001,28,0,7,11,128,7
"Bolivia","LA PAZ","SORATA","BO020601","municipality",2001,75,0,1,10,209,236
"Bolivia","LA PAZ","GUANAY","BO020602","municipality",2001,100,0,31,230,564,455
"Bolivia","LA PAZ","TACACOMA","BO020603","municipality",2001,38,0,3,14,192,52
"Bolivia","LA PAZ","QUIABAYA","BO020604","municipality",2001,7,0,0,1,25,6
"Bolivia","LA PAZ","COMBAYA","BO020605","municipality",2001,23,0,1,0,13,9
"Bolivia","LA PAZ","TIPUANI","BO020606","municipality",2001,47,0,0,1,78,162
"Bolivia","LA PAZ","MAPIRI","BO020607","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","TEOPONTE","BO020608","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","APOLO","BO020701","municipality",2001,57,0,49,871,287,88
"Bolivia","LA PAZ","PELECHUCO","BO020702","municipality",2001,38,0,0,1,62,12
"Bolivia","LA PAZ","VIACHA","BO020801","municipality",2001,629,0,0,2,862,275
"Bolivia","LA PAZ","GUAQUI","BO020802","municipality",2001,21,0,0,0,136,28
"Bolivia","LA PAZ","TIAWANACU","BO020803","municipality",2001,53,0,0,0,258,99
"Bolivia","LA PAZ","DESAGUADERO","BO020804","municipality",2001,18,0,0,0,90,27
"Bolivia","LA PAZ","SAN ANDRES DE MACHACA","BO020805","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","JESUS DE MACHACA","BO020806","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","TARACO","BO020807","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","LURIBAY","BO020901","municipality",2001,22,0,0,0,294,15
"Bolivia","LA PAZ","SAPAHAQUI","BO020902","municipality",2001,37,0,0,0,417,23
"Bolivia","LA PAZ","YACO","BO020903","municipality",2001,5,0,0,7,193,11
"Bolivia","LA PAZ","MALLA","BO020904","municipality",2001,19,0,0,0,36,0
"Bolivia","LA PAZ","CAIROMA","BO020905","municipality",2001,84,0,0,0,388,8
"Bolivia","LA PAZ","INQUISIVI","BO021001","municipality",2001,9,0,2,2,219,59
"Bolivia","LA PAZ","QUIME","BO021002","municipality",2001,93,0,1,0,226,44
"Bolivia","LA PAZ","CAJUATA","BO021003","municipality",2001,7,0,13,3,178,96
"Bolivia","LA PAZ","COLQUIRI","BO021004","municipality",2001,37,0,0,0,412,112
"Bolivia","LA PAZ","ICHOCA","BO021005","municipality",2001,1,0,0,0,94,38
"Bolivia","LA PAZ","LICOMA PAMPA","BO021006","municipality",2001,4,0,0,0,40,12
"Bolivia","LA PAZ","CHULUMANI (V. DE LA LIBERTAD)","BO021101","municipality",2001,86,0,143,2,119,358
"Bolivia","LA PAZ","IRUPANA (VILLA DE LANZA)","BO021102","municipality",2001,92,0,86,26,497,429
"Bolivia","LA PAZ","YANACACHI","BO021103","municipality",2001,116,0,3,4,150,853
"Bolivia","LA PAZ","PALOS BLANCOS","BO021104","municipality",2001,92,0,86,284,210,458
"Bolivia","LA PAZ","LA ASUNTA","BO021105","municipality",2001,20,0,117,12,827,407
"Bolivia","LA PAZ","PUCARANI","BO021201","municipality",2001,74,0,1,0,578,168
"Bolivia","LA PAZ","LAJA","BO021202","municipality",2001,33,0,0,0,151,55
"Bolivia","LA PAZ","BATALLAS","BO021203","municipality",2001,41,0,2,0,277,67
"Bolivia","LA PAZ","PUERTO PEREZ","BO021204","municipality",2001,29,0,0,0,145,22
"Bolivia","LA PAZ","SICA SICA (VILLA AROMA)","BO021301","municipality",2001,87,0,7,2,722,69
"Bolivia","LA PAZ","UMALA","BO021302","municipality",2001,4,0,0,0,415,7
"Bolivia","LA PAZ","AYO AYO","BO021303","municipality",2001,6,0,0,0,98,25
"Bolivia","LA PAZ","CALAMARCA","BO021304","municipality",2001,16,0,0,0,516,40
"Bolivia","LA PAZ","PATACAMAYA","BO021305","municipality",2001,41,0,2,0,354,67
"Bolivia","LA PAZ","COLQUENCHA","BO021306","municipality",2001,1,0,2,0,497,14
"Bolivia","LA PAZ","COLLANA","BO021307","municipality",2001,0,0,0,0,134,3
"Bolivia","LA PAZ","COROICO","BO021401","municipality",2001,310,0,24,3,138,266
"Bolivia","LA PAZ","CORIPATA","BO021402","municipality",2001,35,0,32,10,115,116
"Bolivia","LA PAZ","IXIAMAS","BO021501","municipality",2001,65,0,68,30,261,67
"Bolivia","LA PAZ","SAN BUENA VENTURA","BO021502","municipality",2001,44,0,56,46,340,118
"Bolivia","LA PAZ","GRAL. J.J. PEREZ (CHARAZANI)","BO021601","municipality",2001,33,0,3,23,174,23
"Bolivia","LA PAZ","CURVA","BO021602","municipality",2001,9,0,0,0,10,6
"Bolivia","LA PAZ","COPACABANA","BO021701","municipality",2001,122,0,1,4,73,54
"Bolivia","LA PAZ","SAN PEDRO DE TIQUINA","BO021702","municipality",2001,12,0,0,0,67,6
"Bolivia","LA PAZ","TITO YUPANQUI (PARQUIPUJIO)","BO021703","municipality",2001,10,0,0,1,0,3
"Bolivia","LA PAZ","SAN PEDRO DE CURAHUARA","BO021801","municipality",2001,3,0,0,3,169,14
"Bolivia","LA PAZ","PAPEL PAMPA","BO021802","municipality",2001,22,0,0,8,55,17
"Bolivia","LA PAZ","CHACARILLA","BO021803","municipality",2001,1,0,0,0,12,6
"Bolivia","LA PAZ","SANTIAGO DE MACHACA","BO021901","municipality",2001,22,0,0,0,77,4
"Bolivia","LA PAZ","CATACORA","BO021902","municipality",2001,38,0,0,0,50,0
"Bolivia","LA PAZ","CARANAVI","BO022001","municipality",2001,203,0,180,181,1144,2630
"Bolivia","LA PAZ","ALTO BENI","BO022002","municipality",2001,0,0,0,0,0,0
"Bolivia","LA PAZ","HUMANATA","BO022004","municipality",2001,0,0,0,0,0,0
"Bolivia","COCHABAMBA","COCHABAMBA","BO030101","municipality",2001,1173,142,26,17,3875,3248
"Bolivia","COCHABAMBA","AIQUILE","BO030201","municipality",2001,399,1,7,431,1297,161
"Bolivia","COCHABAMBA","PASORAPA","BO030202","municipality",2001,13,0,0,3,181,8
"Bolivia","COCHABAMBA","OMEREQUE","BO030203","municipality",2001,48,0,0,173,516,46
"Bolivia","COCHABAMBA","AYOPAYA (V. DE INDEPENDENCIA)","BO030301","municipality",2001,87,0,0,7,897,485
"Bolivia","COCHABAMBA","MOROCHATA","BO030302","municipality",2001,43,1,2,38,477,83
"Bolivia","COCHABAMBA","COCAPATA","BO030303","municipality",2001,0,0,0,0,0,0
"Bolivia","COCHABAMBA","TARATA","BO030401","municipality",2001,60,1,0,0,323,93
"Bolivia","COCHABAMBA","ANZALDO","BO030402","municipality",2001,53,0,1,48,246,20
"Bolivia","COCHABAMBA","ARBIETO","BO030403","municipality",2001,6,0,0,1,138,87
"Bolivia","COCHABAMBA","SACABAMBA","BO030404","municipality",2001,8,0,0,1,93,37
"Bolivia","COCHABAMBA","ARANI","BO030501","municipality",2001,54,1,1,7,458,83
"Bolivia","COCHABAMBA","VACAS","BO030502","municipality",2001,9,0,1,1,335,96
"Bolivia","COCHABAMBA","ARQUE","BO030601","municipality",2001,15,0,0,0,347,81
"Bolivia","COCHABAMBA","TACOPAYA","BO030602","municipality",2001,19,0,0,1,241,93
"Bolivia","COCHABAMBA","CAPINOTA","BO030701","municipality",2001,75,0,0,4,403,175
"Bolivia","COCHABAMBA","SANTIVAÑES","BO030702","municipality",2001,38,0,0,2,80,68
"Bolivia","COCHABAMBA","SICAYA","BO030703","municipality",2001,15,0,0,1,45,33
"Bolivia","COCHABAMBA","CLIZA","BO030801","municipality",2001,62,0,0,0,291,122
"Bolivia","COCHABAMBA","TOCO","BO030802","municipality",2001,4,0,0,0,155,30
"Bolivia","COCHABAMBA","TOLATA","BO030803","municipality",2001,0,0,0,2,25,4
"Bolivia","COCHABAMBA","QUILLACOLLO","BO030901","municipality",2001,127,8,0,1,895,192
"Bolivia","COCHABAMBA","SIPE SIPE","BO030902","municipality",2001,193,3,3,2,748,223
"Bolivia","COCHABAMBA","TIQUIPAYA","BO030903","municipality",2001,82,4,1,3,458,176
"Bolivia","COCHABAMBA","VINTO","BO030904","municipality",2001,62,0,0,27,145,214
"Bolivia","COCHABAMBA","COLCAPIRHUA","BO030905","municipality",2001,85,8,0,0,321,191
"Bolivia","COCHABAMBA","SACABA","BO031001","municipality",2001,189,4,3,6,1544,113
"Bolivia","COCHABAMBA","COLOMI","BO031002","municipality",2001,47,0,0,47,748,108
"Bolivia","COCHABAMBA","VILLA TUNARI","BO031003","municipality",2001,182,0,91,341,1215,690
"Bolivia","COCHABAMBA","TAPACARI","BO031101","municipality",2001,107,0,0,0,996,133
"Bolivia","COCHABAMBA","TOTORA(CBBA)","BO031201","municipality",2001,85,1,0,180,517,180
"Bolivia","COCHABAMBA","POJO (CBBA)","BO031202","municipality",2001,79,6,8,292,793,337
"Bolivia","COCHABAMBA","POCONA","BO031203","municipality",2001,43,0,0,3,391,93
"Bolivia","COCHABAMBA","CHIMORE","BO031204","municipality",2001,77,0,7,13,321,232
"Bolivia","COCHABAMBA","PUERTO VILLARROEL","BO031205","municipality",2001,90,1,28,59,1199,506
"Bolivia","COCHABAMBA","ENTRE RIOS CBBA","BO031206","municipality",2001,0,0,0,0,0,0
"Bolivia","COCHABAMBA","MIZQUE","BO031301","municipality",2001,191,0,0,236,615,102
"Bolivia","COCHABAMBA","VILA VILA","BO031302","municipality",2001,14,0,0,141,117,24
"Bolivia","COCHABAMBA","ALALAY","BO031303","municipality",2001,6,0,0,0,139,33
"Bolivia","COCHABAMBA","RAQAYPAMPA(ETA)","BO031304","municipality",2001,0,0,0,0,0,0
"Bolivia","COCHABAMBA","PUNATA","BO031401","municipality",2001,180,2,6,9,551,65
"Bolivia","COCHABAMBA","VILLA RIVERO","BO031402","municipality",2001,10,0,0,0,72,16
"Bolivia","COCHABAMBA","SAN BENITO","BO031403","municipality",2001,33,0,0,0,234,53
"Bolivia","COCHABAMBA","TACACHI","BO031404","municipality",2001,3,1,1,2,55,23
"Bolivia","COCHABAMBA","CUCHUMUELA (V. G. VILLARROEL)","BO031405","municipality",2001,0,0,0,0,31,3
"Bolivia","COCHABAMBA","BOLIVAR","BO031501","municipality",2001,24,0,0,0,247,61
"Bolivia","COCHABAMBA","TIRAQUE (CBBA)","BO031601","municipality",2001,108,5,6,88,1252,388
"Bolivia","COCHABAMBA","SHINAOTA","BO031602","municipality",2001,0,0,0,0,0,0
"Bolivia","ORURO","ORURO","BO040101","municipality",2001,4321,2,0,0,5184,1563
"Bolivia","ORURO","CARACOLLO","BO040102","municipality",2001,34,0,0,1,56,109
"Bolivia","ORURO","EL CHORO","BO040103","municipality",2001,2,0,0,0,21,16
"Bolivia","ORURO","SORACACHI","BO040104","municipality",2001,0,0,0,0,0,0
"Bolivia","ORURO","CHALLAPATA","BO040201","municipality",2001,92,0,0,0,516,185
"Bolivia","ORURO","SANTUARIO DE QUILLACAS","BO040202","municipality",2001,5,0,0,0,55,7
"Bolivia","ORURO","CORQUE","BO040301","municipality",2001,10,0,0,0,108,34
"Bolivia","ORURO","CHOQUE COTA","BO040302","municipality",2001,9,0,0,0,5,0
"Bolivia","ORURO","CURAHUARA DE CARANGAS","BO040401","municipality",2001,12,0,0,0,110,12
"Bolivia","ORURO","TURCO","BO040402","municipality",2001,29,0,0,0,55,27
"Bolivia","ORURO","HUACHACALLA","BO040501","municipality",2001,3,0,0,0,33,8
"Bolivia","ORURO","ESCARA","BO040502","municipality",2001,0,0,0,0,5,0
"Bolivia","ORURO","CRUZ DE MACHACAMARCA","BO040503","municipality",2001,0,0,0,0,0,0
"Bolivia","ORURO","YUNGUYO DE LITORAL","BO040504","municipality",2001,0,0,0,0,0,0
"Bolivia","ORURO","ESMERALDA","BO040505","municipality",2001,0,0,0,0,0,0
"Bolivia","ORURO","POOPO","BO040601","municipality",2001,112,0,0,0,206,216
"Bolivia","ORURO","PAZÑA","BO040602","municipality",2001,73,0,0,0,41,137
"Bolivia","ORURO","ANTEQUERA","BO040603","municipality",2001,5,0,0,0,49,15
"Bolivia","ORURO","HUANUNI","BO040701","municipality",2001,144,0,0,0,730,405
"Bolivia","ORURO","MACHACAMARCA","BO040702","municipality",2001,37,0,0,0,115,57
"Bolivia","ORURO","SALINAS DE GARCI MENDOZA","BO040801","municipality",2001,17,0,0,0,107,30
"Bolivia","ORURO","PAMPA AULLAGAS","BO040802","municipality",2001,5,0,0,0,20,4
"Bolivia","ORURO","SABAYA","BO040901","municipality",2001,10,0,0,0,46,11
"Bolivia","ORURO","COIPASA","BO040902","municipality",2001,1,0,0,0,7,1
"Bolivia","ORURO","CHIPAYA","BO040903","municipality",2001,0,0,0,0,35,8
"Bolivia","ORURO","TOLEDO","BO041001","municipality",2001,62,0,0,0,39,52
"Bolivia","ORURO","EUCALIPTUS","BO041101","municipality",2001,29,0,0,0,63,38
"Bolivia","ORURO","ANDAMARCA","BO041201","municipality",2001,21,0,0,0,38,19
"Bolivia","ORURO","BELEN DE ANDAMARCA","BO041202","municipality",2001,1,0,0,0,0,0
"Bolivia","ORURO","TOTORA(ORR)","BO041301","municipality",2001,1,0,0,0,69,11
"Bolivia","ORURO","SANTIAGO DE HUARI","BO041401","municipality",2001,89,0,0,0,294,139
"Bolivia","ORURO","LA RIVERA","BO041501","municipality",2001,1,0,0,0,4,0
"Bolivia","ORURO","TODOS SANTOS","BO041502","municipality",2001,0,0,0,0,118,3
"Bolivia","ORURO","CARANGAS","BO041503","municipality",2001,2,0,0,0,2,0
"Bolivia","ORURO","HUAYLLAMARCA","BO041601","municipality",2001,5,0,0,0,34,38
"Bolivia","POTOSI","POTOSI","BO050101","municipality",2001,1435,15,1,97,4628,463
"Bolivia","POTOSI","TINGUIPAYA","BO050102","municipality",2001,23,0,0,0,721,95
"Bolivia","POTOSI","YOCALLA","BO050103","municipality",2001,64,0,0,0,154,97
"Bolivia","POTOSI","BELEN DE URMIRI","BO050104","municipality",2001,2,0,0,0,281,30
"Bolivia","POTOSI","UNCIA","BO050201","municipality",2001,11,0,0,2,741,187
"Bolivia","POTOSI","CHAYANTA","BO050202","municipality",2001,56,0,2,1,500,76
"Bolivia","POTOSI","LLALLAGUA","BO050203","municipality",2001,261,0,3,0,786,85
"Bolivia","POTOSI","CHUQUIHUTA AYLLU JUCUMANI","BO050204","municipality",2001,0,0,0,0,0,0
"Bolivia","POTOSI","BETANZOS","BO050301","municipality",2001,543,2,0,22,937,334
"Bolivia","POTOSI","CHAQUI","BO050302","municipality",2001,30,0,0,0,200,77
"Bolivia","POTOSI","TACOBAMBA","BO050303","municipality",2001,45,0,0,0,352,88
"Bolivia","POTOSI","COLQUECHACA","BO050401","municipality",2001,101,0,1,23,846,251
"Bolivia","POTOSI","RAVELO","BO050402","municipality",2001,75,0,9,29,545,159
"Bolivia","POTOSI","POCOATA","BO050403","municipality",2001,67,0,1,1,604,151
"Bolivia","POTOSI","OCURI","BO050404","municipality",2001,114,0,0,4,941,84
"Bolivia","POTOSI","SAN PEDRO DE MACHA","BO050405","municipality",2001,0,0,0,0,0,0
"Bolivia","POTOSI","SAN PEDRO DE BUENA VISTA","BO050501","municipality",2001,143,0,0,108,1287,310
"Bolivia","POTOSI","TORO TORO","BO050502","municipality",2001,85,0,1,296,365,79
"Bolivia","POTOSI","COTAGAITA","BO050601","municipality",2001,540,0,0,7,804,237
"Bolivia","POTOSI","VITICHI","BO050602","municipality",2001,199,2,0,15,312,106
"Bolivia","POTOSI","SACACA","BO050701","municipality",2001,158,0,1,0,609,206
"Bolivia","POTOSI","CARIPUYO","BO050702","municipality",2001,20,0,0,7,435,77
"Bolivia","POTOSI","TUPIZA","BO050801","municipality",2001,1284,78,0,3,638,347
"Bolivia","POTOSI","ATOCHA","BO050802","municipality",2001,162,0,0,0,70,66
"Bolivia","POTOSI","COLCHA ""K""","BO050901","municipality",2001,123,0,0,0,129,42
"Bolivia","POTOSI","SAN PEDRO DE QUEMES","BO050902","municipality",2001,0,0,0,0,15,5
"Bolivia","POTOSI","SAN PABLO DE LIPEZ","BO051001","municipality",2001,53,0,0,0,30,4
"Bolivia","POTOSI","MOJINETE","BO051002","municipality",2001,28,0,0,0,21,4
"Bolivia","POTOSI","SAN ANTONIO DE ESMORUCO","BO051003","municipality",2001,41,0,0,0,14,11
"Bolivia","POTOSI","PUNA","BO051101","municipality",2001,278,1,0,10,1202,331
"Bolivia","POTOSI","CAIZA ""D""","BO051102","municipality",2001,71,2,0,0,334,83
"Bolivia","POTOSI","CKOCHAS","BO051103","municipality",2001,0,0,0,0,0,0
"Bolivia","POTOSI","UYUNI","BO051201","municipality",2001,63,0,0,0,403,82
"Bolivia","POTOSI","TOMAVE","BO051202","municipality",2001,55,0,0,0,453,65
"Bolivia","POTOSI","PORCO","BO051203","municipality",2001,40,0,0,0,126,91
"Bolivia","POTOSI","ARAMPAMPA","BO051301","municipality",2001,10,0,1,4,137,18
"Bolivia","POTOSI","ACACIO","BO051302","municipality",2001,14,0,0,10,273,86
"Bolivia","POTOSI","LLICA","BO051401","municipality",2001,19,0,0,0,88,22
"Bolivia","POTOSI","TAHUA","BO051402","municipality",2001,10,0,0,1,21,2
"Bolivia","POTOSI","VILLAZON","BO051501","municipality",2001,894,0,0,3,821,247
"Bolivia","POTOSI","SAN AGUSTIN","BO051601","municipality",2001,3,0,0,0,24,9
"Bolivia","TARIJA","TARIJA","BO060101","municipality",2001,2333,131,0,31,591,845
"Bolivia","TARIJA","PADCAYA","BO060201","municipality",2001,140,1,0,221,263,146
"Bolivia","TARIJA","BERMEJO","BO060202","municipality",2001,497,9,29,255,540,658
"Bolivia","TARIJA","YACUIBA","BO060301","municipality",2001,1162,7,1,221,411,383
"Bolivia","TARIJA","CARAPARI","BO060302","municipality",2001,52,0,0,220,170,67
"Bolivia","TARIJA","VILLA MONTES","BO060303","municipality",2001,304,1,0,35,480,97
"Bolivia","TARIJA","URIONDO (A. CONCEPCION)","BO060401","municipality",2001,54,0,0,14,156,61
"Bolivia","TARIJA","YUNCHARA","BO060402","municipality",2001,12,0,0,2,422,48
"Bolivia","TARIJA","SAN LORENZO(TJA)","BO060501","municipality",2001,308,0,0,38,451,124
"Bolivia","TARIJA","EL PUENTE(TJA)","BO060502","municipality",2001,37,0,0,11,453,96
"Bolivia","TARIJA","ENTRE RIOS TRJ","BO060601","municipality",2001,0,0,0,0,0,0
"Bolivia","SANTA CRUZ","SANTA CRUZ DE LA SIERRA","BO070101","municipality",2001,7332,531,47,124,5655,3769
"Bolivia","SANTA CRUZ","COTOCA","BO070102","municipality",2001,818,0,0,4,48,380
"Bolivia","SANTA CRUZ","PORONGO","BO070103","municipality",2001,256,0,0,446,162,98
"Bolivia","SANTA CRUZ","LA GUARDIA","BO070104","municipality",2001,296,1,1,353,158,442
"Bolivia","SANTA CRUZ","EL TORNO","BO070105","municipality",2001,366,0,80,812,116,471
"Bolivia","SANTA CRUZ","WARNES","BO070201","municipality",2001,340,0,1,9,653,581
"Bolivia","SANTA CRUZ","OKINAWA","BO070202","municipality",2001,82,0,0,8,141,70
"Bolivia","SANTA CRUZ","SAN IGNACIO DE VELASCO","BO070301","municipality",2001,1499,21,4,210,831,723
"Bolivia","SANTA CRUZ","SAN MIGUEL DE VELASCO","BO070302","municipality",2001,289,0,1,51,171,151
"Bolivia","SANTA CRUZ","SAN RAFAEL","BO070303","municipality",2001,63,0,0,5,71,29
"Bolivia","SANTA CRUZ","BUENA VISTA","BO070401","municipality",2001,301,0,4,901,200,275
"Bolivia","SANTA CRUZ","SAN CARLOS","BO070402","municipality",2001,335,0,0,111,534,348
"Bolivia","SANTA CRUZ","YAPACANI","BO070403","municipality",2001,92,1,1,110,1013,874
"Bolivia","SANTA CRUZ","SAN JUAN DE YAPACANI","BO070404","municipality",2001,0,0,0,0,0,0
"Bolivia","SANTA CRUZ","SAN JOSE DE CHIQUITOS","BO070501","municipality",2001,74,0,0,1,281,89
"Bolivia","SANTA CRUZ","PAILON","BO070502","municipality",2001,85,0,2,0,897,118
"Bolivia","SANTA CRUZ","ROBORE","BO070503","municipality",2001,2066,0,0,6,1039,215
"Bolivia","SANTA CRUZ","PORTACHUELO","BO070601","municipality",2001,428,0,9,22,230,224
"Bolivia","SANTA CRUZ","SANTA ROSA DEL SARA","BO070602","municipality",2001,117,0,0,16,601,176
"Bolivia","SANTA CRUZ","COLPA BELGICA","BO070603","municipality",2001,502,0,0,3,121,34
"Bolivia","SANTA CRUZ","LAGUNILLAS","BO070701","municipality",2001,75,0,0,85,142,82
"Bolivia","SANTA CRUZ","CHARAGUA","BO070702","municipality",2001,410,2,0,25,352,185
"Bolivia","SANTA CRUZ","CABEZAS","BO070703","municipality",2001,127,2,0,387,497,106
"Bolivia","SANTA CRUZ","CUEVO","BO070704","municipality",2001,22,0,0,21,107,69
"Bolivia","SANTA CRUZ","GUTIERREZ","BO070705","municipality",2001,159,0,0,37,906,67
"Bolivia","SANTA CRUZ","CAMIRI","BO070706","municipality",2001,1635,24,0,62,432,1079
"Bolivia","SANTA CRUZ","BOYUIBE","BO070707","municipality",2001,59,1,0,5,162,74
"Bolivia","SANTA CRUZ","VALLEGRANDE","BO070801","municipality",2001,267,1,0,87,277,38
"Bolivia","SANTA CRUZ","TRIGAL","BO070802","municipality",2001,59,1,0,4,63,12
"Bolivia","SANTA CRUZ","MORO MORO","BO070803","municipality",2001,26,0,0,6,55,2
"Bolivia","SANTA CRUZ","POSTRER VALLE","BO070804","municipality",2001,89,0,0,12,61,11
"Bolivia","SANTA CRUZ","PUCARA","BO070805","municipality",2001,69,0,0,5,27,4
"Bolivia","SANTA CRUZ","SAMAIPATA","BO070901","municipality",2001,288,4,0,44,288,32
"Bolivia","SANTA CRUZ","PAMPA GRANDE","BO070902","municipality",2001,54,1,9,81,110,52
"Bolivia","SANTA CRUZ","MAIRANA","BO070903","municipality",2001,51,0,0,61,166,41
"Bolivia","SANTA CRUZ","QUIRUSILLAS","BO070904","municipality",2001,35,0,0,1,35,3
"Bolivia","SANTA CRUZ","MONTERO","BO071001","municipality",2001,971,0,1,22,567,1631
"Bolivia","SANTA CRUZ","GENERAL SAAVEDRA","BO071002","municipality",2001,86,0,0,35,126,137
"Bolivia","SANTA CRUZ","MINEROS","BO071003","municipality",2001,281,0,0,23,669,332
