"country","department","municipality","COD","scale","year","cardiovascular","chagas","cutaneous_leishmaniasis","malaria","pneumonia","respiratory_symptomatic"
"Bolivia","SANTA CRUZ","VALLEGRANDE","BO070801","municipality",2010,NA,0,0,4,256,NA
"Bolivia","SANTA CRUZ","TRIGAL","BO070802","municipality",2010,NA,0,0,0,38,NA
"Bolivia","SANTA CRUZ","MORO MORO","BO070803","municipality",2010,NA,0,0,0,41,NA
"Bolivia","SANTA CRUZ","POSTRER VALLE","BO070804","municipality",2010,NA,0,0,29,35,NA
"Bolivia","SANTA CRUZ","PUCARA","BO070805","municipality",2010,NA,0,0,0,13,NA
"Bolivia","SANTA CRUZ","SAMAIPATA","BO070901","municipality",2010,NA,0,0,0,112,NA
"Bolivia","SANTA CRUZ","PAMPA GRANDE","BO070902","municipality",2010,NA,0,0,0,120,NA
"Bolivia","SANTA CRUZ","MAIRANA","BO070903","municipality",2010,NA,0,0,2,108,NA
"Bolivia","SANTA CRUZ","QUIRUSILLAS","BO070904","municipality",2010,NA,0,0,0,43,NA
"Bolivia","SANTA CRUZ","MONTERO","BO071001","municipality",2010,NA,36,0,6,1441,NA
"Bolivia","SANTA CRUZ","GENERAL SAAVEDRA","BO071002","municipality",2010,NA,0,0,0,531,NA
"Bolivia","SANTA CRUZ","MINEROS","BO071003","municipality",2010,NA,10,0,0,1034,NA
"Bolivia","SANTA CRUZ","FERNANDEZ ALONSO","BO071004","municipality",2010,NA,0,0,0,118,NA
"Bolivia","SANTA CRUZ","SAN PEDRO","BO071005","municipality",2010,NA,0,0,0,90,NA
"Bolivia","SANTA CRUZ","CONCEPCION","BO071101","municipality",2010,NA,0,0,0,363,NA
"Bolivia","SANTA CRUZ","SAN JAVIER(STC)","BO071102","municipality",2010,NA,0,0,0,23,NA
"Bolivia","SANTA CRUZ","SAN RAMON SCZ","BO071103","municipality",2010,NA,0,0,0,69,NA
"Bolivia","SANTA CRUZ","SAN JULIAN","BO071104","municipality",2010,NA,0,0,0,670,NA
"Bolivia","SANTA CRUZ","SAN ANTONIO DE LOMERIO","BO071105","municipality",2010,NA,0,0,0,44,NA
"Bolivia","SANTA CRUZ","CUATRO CAÑADAS","BO071106","municipality",2010,NA,0,0,0,808,NA
"Bolivia","SANTA CRUZ","SAN MATIAS","BO071201","municipality",2010,NA,0,0,0,252,NA
"Bolivia","SANTA CRUZ","COMARAPA","BO071301","municipality",2010,NA,17,0,7,210,NA
"Bolivia","SANTA CRUZ","SAIPINA","BO071302","municipality",2010,NA,0,0,308,23,NA
"Bolivia","SANTA CRUZ","PUERTO SUAREZ","BO071401","municipality",2010,NA,0,0,0,369,NA
"Bolivia","SANTA CRUZ","PUERTO QUIJARRO","BO071402","municipality",2010,NA,0,0,0,133,NA
"Bolivia","SANTA CRUZ","CARMEN RIVERO TORREZ","BO071403","municipality",2010,NA,0,0,0,40,NA
"Bolivia","SANTA CRUZ","ASCENCION DE GUARAYOS","BO071501","municipality",2010,NA,0,0,0,779,NA
"Bolivia","SANTA CRUZ","URUBICHA","BO071502","municipality",2010,NA,0,0,0,56,NA
"Bolivia","SANTA CRUZ","EL PUENTE(STC)","BO071503","municipality",2010,NA,0,0,0,447,NA
"Bolivia","BENI","TRINIDAD","BO080101","municipality",2010,NA,0,8,8,1155,NA
"Bolivia","BENI","SAN JAVIER(BNI)","BO080102","municipality",2010,NA,0,0,0,25,NA
"Bolivia","BENI","RIBERALTA","BO080201","municipality",2010,NA,0,285,2767,1614,NA
"Bolivia","BENI","GUAYARAMERIN","BO080202","municipality",2010,NA,0,80,4926,883,NA
"Bolivia","BENI","REYES","BO080301","municipality",2010,NA,0,10,44,165,NA
"Bolivia","BENI","SAN BORJA","BO080302","municipality",2010,NA,0,21,30,655,NA
"Bolivia","BENI","SANTA ROSA","BO080303","municipality",2010,NA,0,1,0,94,NA
"Bolivia","BENI","RURRENABAQUE","BO080304","municipality",2010,NA,0,11,4,268,NA
"Bolivia","BENI","SANTA ANA","BO080401","municipality",2010,NA,0,0,0,157,NA
"Bolivia","BENI","EXALTACION","BO080402","municipality",2010,NA,0,0,0,8,NA
"Bolivia","BENI","SAN IGNACIO","BO080501","municipality",2010,NA,1,2,0,131,NA
"Bolivia","BENI","LORETO","BO080601","municipality",2010,NA,0,0,0,16,NA
"Bolivia","BENI","SAN ANDRES","BO080602","municipality",2010,NA,0,0,0,48,NA
"Bolivia","BENI","SAN JOAQUIN","BO080701","municipality",2010,NA,0,1,4,87,NA
"Bolivia","BENI","SAN RAMON","BO080702","municipality",2010,NA,0,0,0,0,NA
"Bolivia","BENI","PUERTO SILES","BO080703","municipality",2010,NA,0,0,1,19,NA
"Bolivia","BENI","MAGDALENA","BO080801","municipality",2010,NA,0,4,4,92,NA
"Bolivia","BENI","BAURES","BO080802","municipality",2010,NA,0,0,207,34,NA
"Bolivia","BENI","HUARACAJE","BO080803","municipality",2010,NA,0,0,0,52,NA
"Bolivia","PANDO","COBIJA","BO090101","municipality",2010,NA,0,111,105,802,NA
"Bolivia","PANDO","PORVENIR","BO090102","municipality",2010,NA,0,38,30,214,NA
"Bolivia","PANDO","BOLPEBRA","BO090103","municipality",2010,NA,0,14,0,25,NA
"Bolivia","PANDO","BELLA FLOR","BO090104","municipality",2010,NA,0,16,0,43,NA
"Bolivia","PANDO","PUERTO RICO","BO090201","municipality",2010,NA,0,16,265,227,NA
"Bolivia","PANDO","SAN PEDRO(PND)","BO090202","municipality",2010,NA,0,3,8,45,NA
"Bolivia","PANDO","FILADELFIA","BO090203","municipality",2010,NA,0,24,19,145,NA
"Bolivia","PANDO","PUERTO GONZALO MORENO","BO090301","municipality",2010,NA,0,19,45,183,NA
"Bolivia","PANDO","SAN LORENZO(PND)","BO090302","municipality",2010,NA,0,6,113,320,NA
"Bolivia","PANDO","SENA","BO090303","municipality",2010,NA,0,15,459,147,NA
"Bolivia","PANDO","NACEBE (SANTA ROSA DEL ABUNA)","BO090401","municipality",2010,NA,0,5,215,25,NA
"Bolivia","PANDO","INGAVI (HUMAITA)","BO090402","municipality",2010,NA,0,6,30,102,NA
"Bolivia","PANDO","NUEVO MANOA (NUEVA ESPERANZA)","BO090501","municipality",2010,NA,0,3,352,17,NA
"Bolivia","PANDO","VILLA NUEVA (LOMA ALTA)","BO090502","municipality",2010,NA,0,6,33,89,NA
"Bolivia","PANDO","EUREKA (SANTOS MERCADO)","BO090503","municipality",2010,NA,0,3,142,34,NA
"Bolivia","CHUQUISACA","SUCRE","BO010101","municipality",2011,NA,301,15,0,7267,NA
"Bolivia","CHUQUISACA","YOTALA","BO010102","municipality",2011,NA,0,0,0,137,NA
"Bolivia","CHUQUISACA","POROMA","BO010103","municipality",2011,NA,0,1,2,169,NA
"Bolivia","CHUQUISACA","AZURDUY","BO010201","municipality",2011,NA,0,3,6,107,NA
"Bolivia","CHUQUISACA","TARVITA","BO010202","municipality",2011,NA,0,0,0,174,NA
"Bolivia","CHUQUISACA","ZUDAÑEZ","BO010301","municipality",2011,NA,0,0,1,60,NA
"Bolivia","CHUQUISACA","PRESTO","BO010302","municipality",2011,NA,1,0,0,377,NA
"Bolivia","CHUQUISACA","MOJOCOYA","BO010303","municipality",2011,NA,0,0,5,65,NA
"Bolivia","CHUQUISACA","ICLA","BO010304","municipality",2011,NA,1,0,0,138,NA
"Bolivia","CHUQUISACA","PADILLA","BO010401","municipality",2011,NA,0,1,14,258,NA
"Bolivia","CHUQUISACA","TOMINA","BO010402","municipality",2011,NA,0,0,2,359,NA
"Bolivia","CHUQUISACA","SOPACHUY","BO010403","municipality",2011,NA,0,0,2,146,NA
"Bolivia","CHUQUISACA","ALCALA","BO010404","municipality",2011,NA,0,0,3,63,NA
"Bolivia","CHUQUISACA","EL VILLAR","BO010405","municipality",2011,NA,0,0,0,65,NA
"Bolivia","CHUQUISACA","MONTEAGUDO","BO010501","municipality",2011,NA,16,0,31,632,NA
"Bolivia","CHUQUISACA","HUACARETA","BO010502","municipality",2011,NA,0,0,10,125,NA
"Bolivia","CHUQUISACA","TARABUCO","BO010601","municipality",2011,NA,0,0,1,876,NA
"Bolivia","CHUQUISACA","YAMPARAEZ","BO010602","municipality",2011,NA,0,0,1,146,NA
"Bolivia","CHUQUISACA","CAMARGO","BO010701","municipality",2011,NA,1,0,1,417,NA
"Bolivia","CHUQUISACA","SAN LUCAS","BO010702","municipality",2011,NA,0,0,5,1010,NA
"Bolivia","CHUQUISACA","INCAHUASI","BO010703","municipality",2011,NA,0,0,3,135,NA
"Bolivia","CHUQUISACA","VILLA CHARCAS","BO010704","municipality",2011,NA,0,0,0,256,NA
"Bolivia","CHUQUISACA","VILLA SERRANO","BO010801","municipality",2011,NA,0,0,3,49,NA
"Bolivia","CHUQUISACA","CAMATAQUI (C. VILLA ABECIA)","BO010901","municipality",2011,NA,0,0,0,61,NA
"Bolivia","CHUQUISACA","CULPINA","BO010902","municipality",2011,NA,1,0,1,174,NA
"Bolivia","CHUQUISACA","LAS CARRERAS","BO010903","municipality",2011,NA,0,0,0,7,NA
"Bolivia","CHUQUISACA","VILLA VACA GUZMAN (MUYUPAMPA)","BO011001","municipality",2011,NA,0,0,1,84,NA
"Bolivia","CHUQUISACA","HUACAYA (VILLA DE HUACAYA)","BO011002","municipality",2011,NA,0,0,0,90,NA
"Bolivia","CHUQUISACA","MACHARETI","BO011003","municipality",2011,NA,0,0,1,94,NA
"Bolivia","LA PAZ","LA PAZ","BO020101","municipality",2011,NA,41,2,24,11394,NA
"Bolivia","LA PAZ","PALCA","BO020102","municipality",2011,NA,0,0,0,110,NA
"Bolivia","LA PAZ","MECAPACA","BO020103","municipality",2011,NA,0,0,0,163,NA
"Bolivia","LA PAZ","ACHOCALLA","BO020104","municipality",2011,NA,0,0,0,26,NA
"Bolivia","LA PAZ","EL ALTO","BO020105","municipality",2011,NA,3,0,0,13687,NA
"Bolivia","LA PAZ","ACHACACHI","BO020201","municipality",2011,NA,0,0,0,713,NA
"Bolivia","LA PAZ","ANCORAIMES","BO020202","municipality",2011,NA,0,0,0,43,NA
"Bolivia","LA PAZ","CHUA COCANI","BO020203","municipality",2011,NA,0,0,0,0,NA
"Bolivia","LA PAZ","HUARINA","BO020204","municipality",2011,NA,0,0,0,55,NA
"Bolivia","LA PAZ","SANTIAGO DE HUATA","BO020205","municipality",2011,NA,0,0,0,34,NA
"Bolivia","LA PAZ","HUATAJATA","BO020206","municipality",2011,NA,0,0,0,0,NA
"Bolivia","LA PAZ","CORO CORO","BO020301","municipality",2011,NA,0,0,0,124,NA
"Bolivia","LA PAZ","CAQUIAVIRI","BO020302","municipality",2011,NA,0,0,0,143,NA
"Bolivia","LA PAZ","CALACOTO","BO020303","municipality",2011,NA,0,0,0,47,NA
"Bolivia","LA PAZ","COMANCHE","BO020304","municipality",2011,NA,0,0,0,64,NA
"Bolivia","LA PAZ","CHARAÑA","BO020305","municipality",2011,NA,0,0,0,54,NA
"Bolivia","LA PAZ","WALDO BALLIVIAN","BO020306","municipality",2011,NA,0,0,0,9,NA
"Bolivia","LA PAZ","NAZACARA DE PACAJES","BO020307","municipality",2011,NA,0,0,0,4,NA
"Bolivia","LA PAZ","SANTIAGO DE CALLAPA","BO020308","municipality",2011,NA,0,0,0,258,NA
"Bolivia","LA PAZ","PUERTO ACOSTA","BO020401","municipality",2011,NA,0,0,0,126,NA
"Bolivia","LA PAZ","MOCOMOCO","BO020402","municipality",2011,NA,0,0,0,88,NA
"Bolivia","LA PAZ","PUERTO CARABUCO","BO020403","municipality",2011,NA,0,0,0,233,NA
"Bolivia","LA PAZ","HUMANATA","BO020404","municipality",2011,NA,0,0,0,36,NA
"Bolivia","LA PAZ","ESCOMA","BO020405","municipality",2011,NA,0,0,0,80,NA
"Bolivia","LA PAZ","CHUMA","BO020501","municipality",2011,NA,0,1,0,25,NA
"Bolivia","LA PAZ","AYATA","BO020502","municipality",2011,NA,0,1,0,38,NA
"Bolivia","LA PAZ","AUCAPATA","BO020503","municipality",2011,NA,0,0,0,16,NA
"Bolivia","LA PAZ","SORATA","BO020601","municipality",2011,NA,0,1,0,282,NA
"Bolivia","LA PAZ","GUANAY","BO020602","municipality",2011,NA,0,3,2,179,NA
"Bolivia","LA PAZ","TACACOMA","BO020603","municipality",2011,NA,0,1,0,57,NA
"Bolivia","LA PAZ","QUIABAYA","BO020604","municipality",2011,NA,0,0,0,15,NA
"Bolivia","LA PAZ","COMBAYA","BO020605","municipality",2011,NA,0,1,0,7,NA
"Bolivia","LA PAZ","TIPUANI","BO020606","municipality",2011,NA,0,2,1,38,NA
"Bolivia","LA PAZ","MAPIRI","BO020607","municipality",2011,NA,0,1,2,85,NA
"Bolivia","LA PAZ","TEOPONTE","BO020608","municipality",2011,NA,0,4,11,52,NA
"Bolivia","LA PAZ","APOLO","BO020701","municipality",2011,NA,0,16,38,131,NA
"Bolivia","LA PAZ","PELECHUCO","BO020702","municipality",2011,NA,0,0,0,5,NA
"Bolivia","LA PAZ","VIACHA","BO020801","municipality",2011,NA,0,0,0,899,NA
"Bolivia","LA PAZ","GUAQUI","BO020802","municipality",2011,NA,0,0,0,46,NA
"Bolivia","LA PAZ","TIAWANACU","BO020803","municipality",2011,NA,0,0,0,61,NA
"Bolivia","LA PAZ","DESAGUADERO","BO020804","municipality",2011,NA,0,0,0,23,NA
"Bolivia","LA PAZ","SAN ANDRES DE MACHACA","BO020805","municipality",2011,NA,0,0,0,18,NA
"Bolivia","LA PAZ","JESUS DE MACHACA","BO020806","municipality",2011,NA,0,0,0,96,NA
"Bolivia","LA PAZ","TARACO","BO020807","municipality",2011,NA,0,0,0,48,NA
"Bolivia","LA PAZ","LURIBAY","BO020901","municipality",2011,NA,0,0,0,152,NA
"Bolivia","LA PAZ","SAPAHAQUI","BO020902","municipality",2011,NA,0,0,0,31,NA
"Bolivia","LA PAZ","YACO","BO020903","municipality",2011,NA,0,0,0,100,NA
"Bolivia","LA PAZ","MALLA","BO020904","municipality",2011,NA,0,0,0,3,NA
"Bolivia","LA PAZ","CAIROMA","BO020905","municipality",2011,NA,0,0,0,183,NA
"Bolivia","LA PAZ","INQUISIVI","BO021001","municipality",2011,NA,0,2,0,188,NA
"Bolivia","LA PAZ","QUIME","BO021002","municipality",2011,NA,0,0,0,206,NA
"Bolivia","LA PAZ","CAJUATA","BO021003","municipality",2011,NA,0,48,0,240,NA
"Bolivia","LA PAZ","COLQUIRI","BO021004","municipality",2011,NA,0,0,0,1027,NA
"Bolivia","LA PAZ","ICHOCA","BO021005","municipality",2011,NA,0,0,0,63,NA
"Bolivia","LA PAZ","LICOMA PAMPA","BO021006","municipality",2011,NA,0,0,0,68,NA
"Bolivia","LA PAZ","CHULUMANI (V. DE LA LIBERTAD)","BO021101","municipality",2011,NA,0,68,0,190,NA
"Bolivia","LA PAZ","IRUPANA (VILLA DE LANZA)","BO021102","municipality",2011,NA,1,36,0,304,NA
"Bolivia","LA PAZ","YANACACHI","BO021103","municipality",2011,NA,2,7,0,56,NA
"Bolivia","LA PAZ","PALOS BLANCOS","BO021104","municipality",2011,NA,0,163,8,133,NA
"Bolivia","LA PAZ","LA ASUNTA","BO021105","municipality",2011,NA,0,204,0,472,NA
"Bolivia","LA PAZ","PUCARANI","BO021201","municipality",2011,NA,0,0,0,104,NA
"Bolivia","LA PAZ","LAJA","BO021202","municipality",2011,NA,0,0,0,80,NA
"Bolivia","LA PAZ","BATALLAS","BO021203","municipality",2011,NA,0,0,0,37,NA
"Bolivia","LA PAZ","PUERTO PEREZ","BO021204","municipality",2011,NA,0,0,0,155,NA
"Bolivia","LA PAZ","SICA SICA (VILLA AROMA)","BO021301","municipality",2011,NA,0,0,0,456,NA
"Bolivia","LA PAZ","UMALA","BO021302","municipality",2011,NA,0,0,0,85,NA
"Bolivia","LA PAZ","AYO AYO","BO021303","municipality",2011,NA,0,0,0,10,NA
"Bolivia","LA PAZ","CALAMARCA","BO021304","municipality",2011,NA,0,0,0,51,NA
"Bolivia","LA PAZ","PATACAMAYA","BO021305","municipality",2011,NA,1,0,0,682,NA
"Bolivia","LA PAZ","COLQUENCHA","BO021306","municipality",2011,NA,0,0,0,8,NA
"Bolivia","LA PAZ","COLLANA","BO021307","municipality",2011,NA,0,0,0,4,NA
"Bolivia","LA PAZ","COROICO","BO021401","municipality",2011,NA,19,25,10,246,NA
"Bolivia","LA PAZ","CORIPATA","BO021402","municipality",2011,NA,1,11,0,58,NA
"Bolivia","LA PAZ","IXIAMAS","BO021501","municipality",2011,NA,0,15,2,202,NA
"Bolivia","LA PAZ","SAN BUENA VENTURA","BO021502","municipality",2011,NA,0,45,3,179,NA
"Bolivia","LA PAZ","GRAL. J.J. PEREZ (CHARAZANI)","BO021601","municipality",2011,NA,0,0,23,9,NA
"Bolivia","LA PAZ","CURVA","BO021602","municipality",2011,NA,0,0,0,97,NA
"Bolivia","LA PAZ","COPACABANA","BO021701","municipality",2011,NA,0,0,0,28,NA
"Bolivia","LA PAZ","SAN PEDRO DE TIQUINA","BO021702","municipality",2011,NA,0,0,0,30,NA
"Bolivia","LA PAZ","TITO YUPANQUI (PARQUIPUJIO)","BO021703","municipality",2011,NA,0,0,0,5,NA
"Bolivia","LA PAZ","SAN PEDRO DE CURAHUARA","BO021801","municipality",2011,NA,0,0,0,126,NA
"Bolivia","LA PAZ","PAPEL PAMPA","BO021802","municipality",2011,NA,0,0,0,45,NA
"Bolivia","LA PAZ","CHACARILLA","BO021803","municipality",2011,NA,0,0,0,18,NA
"Bolivia","LA PAZ","SANTIAGO DE MACHACA","BO021901","municipality",2011,NA,0,0,0,35,NA
"Bolivia","LA PAZ","CATACORA","BO021902","municipality",2011,NA,0,0,0,3,NA
"Bolivia","LA PAZ","CARANAVI","BO022001","municipality",2011,NA,0,73,14,584,NA
"Bolivia","LA PAZ","ALTO BENI","BO022002","municipality",2011,NA,0,0,0,59,NA
"Bolivia","LA PAZ","HUMANATA","BO022004","municipality",2011,NA,0,0,0,0,NA
"Bolivia","COCHABAMBA","COCHABAMBA","BO030101","municipality",2011,NA,180,19,5,5772,NA
"Bolivia","COCHABAMBA","AIQUILE","BO030201","municipality",2011,NA,0,0,1,673,NA
"Bolivia","COCHABAMBA","PASORAPA","BO030202","municipality",2011,NA,0,0,0,20,NA
"Bolivia","COCHABAMBA","OMEREQUE","BO030203","municipality",2011,NA,0,0,2,61,NA
"Bolivia","COCHABAMBA","AYOPAYA (V. DE INDEPENDENCIA)","BO030301","municipality",2011,NA,0,0,0,112,NA
"Bolivia","COCHABAMBA","MOROCHATA","BO030302","municipality",2011,NA,0,0,0,67,NA
"Bolivia","COCHABAMBA","COCAPATA","BO030303","municipality",2011,NA,0,1,0,100,NA
"Bolivia","COCHABAMBA","TARATA","BO030401","municipality",2011,NA,0,0,0,73,NA
"Bolivia","COCHABAMBA","ANZALDO","BO030402","municipality",2011,NA,0,0,0,14,NA
"Bolivia","COCHABAMBA","ARBIETO","BO030403","municipality",2011,NA,0,0,0,20,NA
"Bolivia","COCHABAMBA","SACABAMBA","BO030404","municipality",2011,NA,0,0,0,39,NA
"Bolivia","COCHABAMBA","ARANI","BO030501","municipality",2011,NA,0,0,0,434,NA
"Bolivia","COCHABAMBA","VACAS","BO030502","municipality",2011,NA,0,0,0,146,NA
"Bolivia","COCHABAMBA","ARQUE","BO030601","municipality",2011,NA,0,0,0,419,NA
"Bolivia","COCHABAMBA","TACOPAYA","BO030602","municipality",2011,NA,0,0,0,56,NA
"Bolivia","COCHABAMBA","CAPINOTA","BO030701","municipality",2011,NA,0,0,0,221,NA
"Bolivia","COCHABAMBA","SANTIVAÑES","BO030702","municipality",2011,NA,0,0,0,41,NA
"Bolivia","COCHABAMBA","SICAYA","BO030703","municipality",2011,NA,0,0,0,73,NA
"Bolivia","COCHABAMBA","CLIZA","BO030801","municipality",2011,NA,1,1,0,113,NA
"Bolivia","COCHABAMBA","TOCO","BO030802","municipality",2011,NA,0,0,1,16,NA
"Bolivia","COCHABAMBA","TOLATA","BO030803","municipality",2011,NA,0,1,0,17,NA
"Bolivia","COCHABAMBA","QUILLACOLLO","BO030901","municipality",2011,NA,1,4,0,853,NA
"Bolivia","COCHABAMBA","SIPE SIPE","BO030902","municipality",2011,NA,0,2,0,258,NA
"Bolivia","COCHABAMBA","TIQUIPAYA","BO030903","municipality",2011,NA,0,0,0,600,NA
"Bolivia","COCHABAMBA","VINTO","BO030904","municipality",2011,NA,13,8,0,514,NA
"Bolivia","COCHABAMBA","COLCAPIRHUA","BO030905","municipality",2011,NA,0,2,0,353,NA
"Bolivia","COCHABAMBA","SACABA","BO031001","municipality",2011,NA,1,0,2,1005,NA
"Bolivia","COCHABAMBA","COLOMI","BO031002","municipality",2011,NA,0,2,0,86,NA
"Bolivia","COCHABAMBA","VILLA TUNARI","BO031003","municipality",2011,NA,260,55,12,2608,NA
"Bolivia","COCHABAMBA","TAPACARI","BO031101","municipality",2011,NA,0,0,0,106,NA
"Bolivia","COCHABAMBA","TOTORA(CBBA)","BO031201","municipality",2011,NA,0,0,0,73,NA
"Bolivia","COCHABAMBA","POJO (CBBA)","BO031202","municipality",2011,NA,0,0,0,51,NA
"Bolivia","COCHABAMBA","POCONA","BO031203","municipality",2011,NA,0,0,0,59,NA
"Bolivia","COCHABAMBA","CHIMORE","BO031204","municipality",2011,NA,0,11,2,1106,NA
"Bolivia","COCHABAMBA","PUERTO VILLARROEL","BO031205","municipality",2011,NA,0,11,4,1951,NA
"Bolivia","COCHABAMBA","ENTRE RIOS CBBA","BO031206","municipality",2011,NA,0,7,1,911,NA
"Bolivia","COCHABAMBA","MIZQUE","BO031301","municipality",2011,NA,0,0,77,631,NA
"Bolivia","COCHABAMBA","VILA VILA","BO031302","municipality",2011,NA,1,0,16,243,NA
"Bolivia","COCHABAMBA","ALALAY","BO031303","municipality",2011,NA,0,0,0,251,NA
"Bolivia","COCHABAMBA","RAQAYPAMPA(ETA)","BO031304","municipality",2011,NA,0,0,0,0,NA
"Bolivia","COCHABAMBA","PUNATA","BO031401","municipality",2011,NA,1,0,1,381,NA
"Bolivia","COCHABAMBA","VILLA RIVERO","BO031402","municipality",2011,NA,0,0,0,311,NA
"Bolivia","COCHABAMBA","SAN BENITO","BO031403","municipality",2011,NA,0,0,0,126,NA
"Bolivia","COCHABAMBA","TACACHI","BO031404","municipality",2011,NA,0,0,0,0,NA
"Bolivia","COCHABAMBA","CUCHUMUELA (V. G. VILLARROEL)","BO031405","municipality",2011,NA,0,0,0,37,NA
"Bolivia","COCHABAMBA","BOLIVAR","BO031501","municipality",2011,NA,0,0,0,246,NA
"Bolivia","COCHABAMBA","TIRAQUE (CBBA)","BO031601","municipality",2011,NA,0,0,0,36,NA
"Bolivia","COCHABAMBA","SHINAOTA","BO031602","municipality",2011,NA,2,4,4,557,NA
"Bolivia","ORURO","ORURO","BO040101","municipality",2011,NA,0,2,0,2965,NA
"Bolivia","ORURO","CARACOLLO","BO040102","municipality",2011,NA,0,0,0,52,NA
"Bolivia","ORURO","EL CHORO","BO040103","municipality",2011,NA,0,0,0,0,NA
"Bolivia","ORURO","SORACACHI","BO040104","municipality",2011,NA,0,0,0,25,NA
"Bolivia","ORURO","CHALLAPATA","BO040201","municipality",2011,NA,0,0,0,283,NA
"Bolivia","ORURO","SANTUARIO DE QUILLACAS","BO040202","municipality",2011,NA,0,0,0,17,NA
"Bolivia","ORURO","CORQUE","BO040301","municipality",2011,NA,0,0,0,4,NA
"Bolivia","ORURO","CHOQUE COTA","BO040302","municipality",2011,NA,0,0,0,3,NA
"Bolivia","ORURO","CURAHUARA DE CARANGAS","BO040401","municipality",2011,NA,0,0,0,4,NA
"Bolivia","ORURO","TURCO","BO040402","municipality",2011,NA,0,0,0,5,NA
"Bolivia","ORURO","HUACHACALLA","BO040501","municipality",2011,NA,0,0,0,6,NA
"Bolivia","ORURO","ESCARA","BO040502","municipality",2011,NA,0,0,0,5,NA
"Bolivia","ORURO","CRUZ DE MACHACAMARCA","BO040503","municipality",2011,NA,0,0,0,0,NA
"Bolivia","ORURO","YUNGUYO DE LITORAL","BO040504","municipality",2011,NA,0,0,0,0,NA
"Bolivia","ORURO","ESMERALDA","BO040505","municipality",2011,NA,0,0,0,0,NA
"Bolivia","ORURO","POOPO","BO040601","municipality",2011,NA,0,0,0,55,NA
"Bolivia","ORURO","PAZÑA","BO040602","municipality",2011,NA,0,0,0,23,NA
"Bolivia","ORURO","ANTEQUERA","BO040603","municipality",2011,NA,0,0,0,4,NA
"Bolivia","ORURO","HUANUNI","BO040701","municipality",2011,NA,0,0,0,234,NA
"Bolivia","ORURO","MACHACAMARCA","BO040702","municipality",2011,NA,0,0,0,4,NA
"Bolivia","ORURO","SALINAS DE GARCI MENDOZA","BO040801","municipality",2011,NA,0,0,0,174,NA
"Bolivia","ORURO","PAMPA AULLAGAS","BO040802","municipality",2011,NA,0,0,0,16,NA
"Bolivia","ORURO","SABAYA","BO040901","municipality",2011,NA,0,0,0,33,NA
"Bolivia","ORURO","COIPASA","BO040902","municipality",2011,NA,0,0,0,2,NA
"Bolivia","ORURO","CHIPAYA","BO040903","municipality",2011,NA,0,0,0,5,NA
"Bolivia","ORURO","TOLEDO","BO041001","municipality",2011,NA,0,0,0,12,NA
"Bolivia","ORURO","EUCALIPTUS","BO041101","municipality",2011,NA,0,0,0,90,NA
"Bolivia","ORURO","ANDAMARCA","BO041201","municipality",2011,NA,0,0,0,8,NA
"Bolivia","ORURO","BELEN DE ANDAMARCA","BO041202","municipality",2011,NA,0,0,0,1,NA
"Bolivia","ORURO","TOTORA(ORR)","BO041301","municipality",2011,NA,0,0,0,39,NA
"Bolivia","ORURO","SANTIAGO DE HUARI","BO041401","municipality",2011,NA,0,0,0,46,NA
"Bolivia","ORURO","LA RIVERA","BO041501","municipality",2011,NA,0,0,0,0,NA
"Bolivia","ORURO","TODOS SANTOS","BO041502","municipality",2011,NA,0,0,0,0,NA
"Bolivia","ORURO","CARANGAS","BO041503","municipality",2011,NA,0,0,0,0,NA
"Bolivia","ORURO","HUAYLLAMARCA","BO041601","municipality",2011,NA,0,0,0,8,NA
"Bolivia","POTOSI","POTOSI","BO050101","municipality",2011,NA,0,0,0,3758,NA
"Bolivia","POTOSI","TINGUIPAYA","BO050102","municipality",2011,NA,3,0,0,326,NA
"Bolivia","POTOSI","YOCALLA","BO050103","municipality",2011,NA,0,0,0,181,NA
"Bolivia","POTOSI","BELEN DE URMIRI","BO050104","municipality",2011,NA,0,0,0,2,NA
"Bolivia","POTOSI","UNCIA","BO050201","municipality",2011,NA,0,0,0,229,NA
"Bolivia","POTOSI","CHAYANTA","BO050202","municipality",2011,NA,0,0,0,296,NA
"Bolivia","POTOSI","LLALLAGUA","BO050203","municipality",2011,NA,0,0,1,831,NA
"Bolivia","POTOSI","CHUQUIHUTA AYLLU JUCUMANI","BO050204","municipality",2011,NA,0,0,0,137,NA
"Bolivia","POTOSI","BETANZOS","BO050301","municipality",2011,NA,0,0,0,283,NA
"Bolivia","POTOSI","CHAQUI","BO050302","municipality",2011,NA,0,0,0,166,NA
"Bolivia","POTOSI","TACOBAMBA","BO050303","municipality",2011,NA,0,0,0,163,NA
"Bolivia","POTOSI","COLQUECHACA","BO050401","municipality",2011,NA,0,0,0,547,NA
"Bolivia","POTOSI","RAVELO","BO050402","municipality",2011,NA,0,0,0,625,NA
"Bolivia","POTOSI","POCOATA","BO050403","municipality",2011,NA,0,0,0,240,NA
"Bolivia","POTOSI","OCURI","BO050404","municipality",2011,NA,0,0,0,489,NA
"Bolivia","POTOSI","SAN PEDRO DE MACHA","BO050405","municipality",2011,NA,0,0,0,0,NA
"Bolivia","POTOSI","SAN PEDRO DE BUENA VISTA","BO050501","municipality",2011,NA,0,0,1,717,NA
