"country","department","COD","municipality","scale","year","bronchitis","myocardial","bronchial_emphysema","cerebral_infarction","conduct_cardiac","laryngitis","acute_resp","chronic_resp","pharyngitis","pneumonia","tonsillitis","tracheitis","neoplasm_respiratory","malaria","cutaneous_leishmaniasis","visceral_leishmaniasis","chagas","rickettsia"
"Ecuador",NA,"EC130108",NA,"parroquia",2019,6,11,2,NA,NA,7,8,5,1,11,5,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130108",NA,"parroquia",2020,2,39,NA,1,NA,NA,2,2,NA,13,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130301",NA,"parroquia",2019,47,13,28,30,3,2,6,27,2,142,7,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130301",NA,"parroquia",2020,31,3,8,17,2,3,3,7,NA,56,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130401",NA,"parroquia",2019,1,1,4,NA,NA,NA,1,NA,4,13,NA,NA,NA,1,NA,NA,NA,NA
"Ecuador",NA,"EC130401",NA,"parroquia",2020,NA,1,6,2,NA,1,NA,2,5,75,NA,NA,NA,1,NA,NA,NA,NA
"Ecuador",NA,"EC130602",NA,"parroquia",2019,1,3,13,4,NA,9,3,6,1,147,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130602",NA,"parroquia",2020,NA,NA,3,4,NA,1,1,2,NA,58,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130801",NA,"parroquia",2016,NA,1,NA,4,NA,NA,NA,3,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130802",NA,"parroquia",2019,180,169,104,94,24,13,55,74,6,880,22,NA,NA,2,2,2,NA,NA
"Ecuador",NA,"EC130802",NA,"parroquia",2020,21,172,32,55,15,8,18,35,4,162,6,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130803",NA,"parroquia",2019,NA,NA,NA,NA,NA,2,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130803",NA,"parroquia",2020,NA,NA,NA,NA,1,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130804",NA,"parroquia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC131401",NA,"parroquia",2019,7,1,10,NA,2,4,12,9,8,100,6,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC131401",NA,"parroquia",2020,1,1,2,1,NA,3,4,9,1,40,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC131402",NA,"parroquia",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC131402",NA,"parroquia",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC140201",NA,"parroquia",2019,NA,2,31,1,NA,2,NA,1,NA,133,NA,NA,NA,1,NA,NA,NA,NA
"Ecuador",NA,"EC140201",NA,"parroquia",2020,NA,1,10,NA,NA,NA,2,2,NA,132,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170101",NA,"parroquia",2016,6,18,20,6,4,2,8,12,NA,110,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170101",NA,"parroquia",2019,73,64,48,41,27,34,53,14,12,511,16,2,2,1,NA,NA,NA,NA
"Ecuador",NA,"EC170101",NA,"parroquia",2020,36,74,29,24,20,14,20,9,3,256,7,2,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170102",NA,"parroquia",2019,30,3,62,7,1,8,22,22,NA,208,10,NA,5,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170102",NA,"parroquia",2020,14,2,30,6,NA,1,30,9,NA,103,1,2,5,NA,NA,NA,NA,1
"Ecuador",NA,"EC170103",NA,"parroquia",2019,NA,16,7,2,1,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170103",NA,"parroquia",2020,NA,55,1,15,NA,1,NA,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170106",NA,"parroquia",2015,NA,7,31,1,NA,NA,NA,23,NA,125,NA,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170106",NA,"parroquia",2016,8,6,106,8,1,3,3,24,1,309,2,NA,1,1,4,NA,NA,NA
"Ecuador",NA,"EC170106",NA,"parroquia",2019,23,4,79,14,1,13,14,29,3,394,11,NA,NA,2,7,2,NA,NA
"Ecuador",NA,"EC170106",NA,"parroquia",2020,8,1,28,17,NA,1,3,3,6,175,6,NA,2,1,NA,NA,NA,NA
"Ecuador",NA,"EC170107",NA,"parroquia",2015,7,14,76,NA,NA,1,8,11,2,62,NA,NA,1,NA,NA,NA,1,NA
"Ecuador",NA,"EC170107",NA,"parroquia",2016,12,9,42,1,NA,8,7,12,1,164,1,NA,NA,1,NA,NA,1,NA
"Ecuador",NA,"EC170107",NA,"parroquia",2019,22,7,38,NA,2,3,17,18,1,110,NA,NA,6,1,1,NA,NA,NA
"Ecuador",NA,"EC170107",NA,"parroquia",2020,16,2,8,NA,NA,3,2,5,NA,58,NA,NA,3,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170109",NA,"parroquia",2019,1,NA,NA,NA,NA,1,2,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170110",NA,"parroquia",2019,NA,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170110",NA,"parroquia",2020,NA,10,4,5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170111",NA,"parroquia",2016,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170111",NA,"parroquia",2019,11,NA,NA,NA,NA,4,6,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170111",NA,"parroquia",2020,3,NA,1,NA,NA,2,6,1,1,59,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170112",NA,"parroquia",2019,2,7,48,16,11,12,37,7,12,155,12,1,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170112",NA,"parroquia",2020,3,14,31,13,3,4,8,3,2,77,8,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170113",NA,"parroquia",2015,NA,71,39,2,3,1,1,19,2,105,4,NA,51,1,NA,NA,NA,NA
"Ecuador",NA,"EC170113",NA,"parroquia",2016,10,75,57,11,8,21,52,51,33,587,27,NA,35,2,2,NA,NA,NA
"Ecuador",NA,"EC170113",NA,"parroquia",2019,12,111,77,43,4,37,68,33,32,604,15,1,30,9,11,8,NA,NA
"Ecuador",NA,"EC170113",NA,"parroquia",2020,3,102,23,54,6,44,48,12,4,263,9,NA,27,4,2,NA,NA,NA
"Ecuador",NA,"EC170114",NA,"parroquia",2019,2,NA,1,NA,NA,2,2,NA,NA,20,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170114",NA,"parroquia",2020,7,2,1,NA,NA,2,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170115",NA,"parroquia",2019,NA,1,2,1,NA,NA,1,1,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170115",NA,"parroquia",2020,NA,NA,8,3,NA,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170117",NA,"parroquia",2019,NA,3,3,NA,2,2,2,NA,1,19,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170117",NA,"parroquia",2020,1,3,NA,3,1,1,3,1,NA,11,3,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170121",NA,"parroquia",2019,NA,3,NA,NA,NA,4,5,NA,2,16,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170121",NA,"parroquia",2020,NA,5,NA,2,NA,NA,NA,NA,1,15,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170123",NA,"parroquia",2015,63,NA,4,NA,1,87,110,85,12,835,2,NA,NA,1,7,NA,NA,NA
"Ecuador",NA,"EC170123",NA,"parroquia",2016,103,NA,11,NA,NA,42,56,49,4,1154,5,1,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170123",NA,"parroquia",2019,47,7,7,3,2,26,34,2,5,673,6,4,2,2,2,2,NA,NA
"Ecuador",NA,"EC170123",NA,"parroquia",2020,20,8,7,1,NA,9,16,8,1,555,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170124",NA,"parroquia",2019,NA,NA,2,1,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170124",NA,"parroquia",2020,NA,3,3,5,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170126",NA,"parroquia",2016,15,2,27,2,NA,2,5,14,NA,76,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170126",NA,"parroquia",2019,8,9,34,3,NA,3,5,1,NA,63,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170126",NA,"parroquia",2020,1,7,11,4,1,1,NA,1,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170127",NA,"parroquia",2019,24,87,58,34,11,77,124,22,29,554,47,1,6,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170127",NA,"parroquia",2020,16,78,27,27,8,12,65,12,28,270,27,2,5,NA,1,NA,NA,NA
"Ecuador",NA,"EC170128",NA,"parroquia",2019,83,36,146,63,1,36,51,93,4,1288,15,1,1,1,NA,NA,NA,NA
"Ecuador",NA,"EC170128",NA,"parroquia",2020,43,16,58,26,NA,6,12,40,2,704,4,NA,NA,1,NA,NA,NA,NA
"Ecuador",NA,"EC170129",NA,"parroquia",2019,1,1,9,NA,2,3,7,NA,2,174,NA,1,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170129",NA,"parroquia",2020,3,1,NA,1,1,1,3,NA,1,104,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170130",NA,"parroquia",2016,7,285,144,162,4,4,5,42,NA,309,3,2,10,1,NA,NA,NA,NA
"Ecuador",NA,"EC170130",NA,"parroquia",2019,5,251,110,161,3,5,14,18,NA,222,NA,3,101,1,1,NA,NA,NA
"Ecuador",NA,"EC170130",NA,"parroquia",2020,2,107,54,118,5,3,10,12,NA,156,2,5,40,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170131",NA,"parroquia",2019,1,NA,NA,1,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170131",NA,"parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170202",NA,"parroquia",2016,1,NA,2,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170202",NA,"parroquia",2019,1,NA,3,NA,NA,NA,NA,1,NA,232,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170202",NA,"parroquia",2020,1,NA,NA,NA,NA,NA,NA,2,NA,111,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170501",NA,"parroquia",2019,NA,3,5,NA,1,1,3,1,1,32,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC170501",NA,"parroquia",2020,1,2,NA,2,NA,NA,2,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180101",NA,"parroquia",2015,6,28,117,7,13,28,41,37,15,330,32,1,NA,1,NA,NA,NA,NA
"Ecuador",NA,"EC180101",NA,"parroquia",2019,21,23,227,32,5,35,164,23,3,585,15,NA,1,1,NA,NA,NA,NA
"Ecuador",NA,"EC180101",NA,"parroquia",2020,10,13,98,23,2,11,64,17,2,359,9,NA,NA,1,1,NA,NA,NA
"Ecuador",NA,"EC180102",NA,"parroquia",2015,3,1,2,NA,NA,7,4,3,2,15,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180102",NA,"parroquia",2019,5,2,16,2,4,10,9,5,2,121,9,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180102",NA,"parroquia",2020,4,15,13,NA,5,1,3,2,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180103",NA,"parroquia",2019,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180103",NA,"parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180104",NA,"parroquia",2015,NA,NA,5,NA,NA,1,1,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180104",NA,"parroquia",2019,NA,3,4,NA,NA,NA,NA,NA,NA,15,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180104",NA,"parroquia",2020,NA,NA,2,NA,NA,1,1,NA,1,8,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180105",NA,"parroquia",2015,1,10,62,5,2,12,13,23,8,692,3,NA,NA,NA,1,NA,NA,NA
"Ecuador",NA,"EC180105",NA,"parroquia",2016,NA,16,145,7,2,9,10,18,8,512,5,NA,3,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180105",NA,"parroquia",2019,3,6,89,9,5,35,39,20,28,227,25,NA,1,NA,NA,NA,1,NA
"Ecuador",NA,"EC180105",NA,"parroquia",2020,3,11,29,10,2,11,12,8,8,143,8,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180107",NA,"parroquia",2015,2,4,16,2,2,8,7,3,2,89,25,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180107",NA,"parroquia",2019,NA,NA,3,NA,NA,NA,NA,NA,1,51,5,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180107",NA,"parroquia",2020,NA,NA,5,NA,2,NA,NA,NA,1,21,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180109",NA,"parroquia",2015,NA,NA,NA,NA,NA,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180109",NA,"parroquia",2019,NA,1,1,NA,NA,5,5,1,NA,59,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180109",NA,"parroquia",2020,1,1,1,NA,1,3,3,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180701",NA,"parroquia",2019,2,NA,16,NA,NA,7,4,3,1,50,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC180701",NA,"parroquia",2020,2,1,5,NA,NA,2,1,1,1,26,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230101",NA,"parroquia",2019,NA,3,5,5,2,6,5,1,NA,24,NA,NA,NA,1,NA,NA,NA,NA
"Ecuador",NA,"EC230101",NA,"parroquia",2020,NA,NA,5,7,1,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230102",NA,"parroquia",2015,30,15,75,21,1,5,8,4,2,96,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230102",NA,"parroquia",2016,13,10,63,23,1,3,14,17,NA,122,1,NA,NA,NA,NA,NA,1,NA
"Ecuador",NA,"EC230102",NA,"parroquia",2019,30,11,100,4,NA,14,23,17,3,112,7,NA,2,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230102",NA,"parroquia",2020,21,2,25,8,2,9,14,13,4,36,2,NA,1,NA,NA,NA,1,NA
"Ecuador",NA,"EC230104",NA,"parroquia",2019,4,1,4,1,NA,1,2,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230104",NA,"parroquia",2020,NA,1,2,7,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230105",NA,"parroquia",2019,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230105",NA,"parroquia",2020,2,NA,NA,NA,NA,NA,NA,1,1,16,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230106",NA,"parroquia",2019,1,2,17,5,1,5,7,2,3,82,16,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230106",NA,"parroquia",2020,NA,4,13,2,NA,8,7,NA,1,37,6,1,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230107",NA,"parroquia",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230107",NA,"parroquia",2016,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230107",NA,"parroquia",2019,50,27,129,44,24,18,35,26,4,296,21,NA,3,14,NA,NA,NA,NA
"Ecuador",NA,"EC230107",NA,"parroquia",2020,15,35,69,50,9,10,32,27,18,152,12,NA,1,2,NA,NA,NA,NA
"Ecuador",NA,"EC230250",NA,"parroquia",2015,NA,1,NA,NA,NA,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230250",NA,"parroquia",2016,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230250",NA,"parroquia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC230250",NA,"parroquia",2020,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC240102",NA,"parroquia",2019,56,11,15,40,5,18,27,55,9,38,10,NA,1,3,NA,NA,2,NA
"Ecuador",NA,"EC240102",NA,"parroquia",2020,11,2,4,11,1,3,7,9,2,16,1,NA,1,4,NA,NA,NA,NA
"Ecuador",NA,"EC240303",NA,"parroquia",2019,2,1,NA,NA,NA,1,5,2,1,66,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC240303",NA,"parroquia",2020,NA,1,1,5,NA,NA,1,NA,NA,15,NA,NA,2,NA,NA,NA,NA,NA
