"country","department","COD","municipality","scale","year","bronchitis","myocardial","bronchial_emphysema","cerebral_infarction","conduct_cardiac","laryngitis","acute_resp","chronic_resp","pharyngitis","pneumonia","tonsillitis","tracheitis","neoplasm_respiratory","malaria","cutaneous_leishmaniasis","visceral_leishmaniasis","chagas","rickettsia"
"Ecuador","Tungurahua","EC180250","Ba├▒os de Agua Santa","parroquia",2016,NA,1,6,NA,NA,5,4,10,2,14,NA,NA,NA,1,NA,NA,NA,NA
"Ecuador","Tungurahua","EC180250","Ba├▒os de Agua Santa","parroquia",2019,1,2,28,NA,NA,7,NA,15,NA,91,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Tungurahua","EC180250","Ba├▒os de Agua Santa","parroquia",2020,NA,NA,9,NA,2,1,NA,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Tungurahua","EC180750","Pelileo","parroquia",2015,5,NA,2,1,1,4,4,4,2,43,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Tungurahua","EC180750","Pelileo","parroquia",2016,9,NA,6,1,1,7,4,3,4,62,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Tungurahua","EC180850","Pillaro","parroquia",2015,NA,NA,3,NA,1,11,11,4,8,144,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Tungurahua","EC180850","Pillaro","parroquia",2016,NA,1,9,NA,NA,2,1,2,9,203,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Tungurahua","EC180850","Pillaro","parroquia",2019,NA,2,19,NA,NA,3,NA,1,NA,97,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Tungurahua","EC180850","Pillaro","parroquia",2020,NA,NA,5,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Zamora Chinchipe","EC190150","Zamora","parroquia",2015,28,NA,10,NA,1,8,12,15,7,148,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Zamora Chinchipe","EC190150","Zamora","parroquia",2016,29,NA,10,NA,NA,3,3,11,4,134,9,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Zamora Chinchipe","EC190150","Zamora","parroquia",2019,12,2,19,NA,NA,6,2,4,6,135,6,NA,NA,NA,1,NA,NA,NA
"Ecuador","Zamora Chinchipe","EC190150","Zamora","parroquia",2020,4,NA,7,NA,NA,3,2,2,3,78,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Zamora Chinchipe","EC190250","Zumba","parroquia",2015,1,NA,4,NA,NA,NA,NA,3,NA,26,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Zamora Chinchipe","EC190250","Zumba","parroquia",2016,NA,NA,3,NA,NA,2,2,4,1,26,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Zamora Chinchipe","EC190250","Zumba","parroquia",2019,3,1,1,NA,NA,NA,NA,3,NA,46,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Zamora Chinchipe","EC190250","Zumba","parroquia",2020,NA,1,1,1,NA,NA,NA,NA,2,29,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Zamora Chinchipe","EC190550","Yantzaza (Yanzatza)","parroquia",2015,4,NA,NA,NA,NA,NA,1,2,1,36,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Zamora Chinchipe","EC190550","Yantzaza (Yanzatza)","parroquia",2016,5,NA,9,1,NA,NA,1,4,2,49,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Zamora Chinchipe","EC190550","Yantzaza (Yanzatza)","parroquia",2019,7,1,22,1,2,6,1,5,5,195,5,NA,NA,1,3,2,NA,NA
"Ecuador","Zamora Chinchipe","EC190550","Yantzaza (Yanzatza)","parroquia",2020,6,NA,9,1,NA,1,1,3,1,147,2,NA,NA,NA,2,2,NA,NA
"Ecuador",NA,"EC010101",NA,"parroquia",2019,NA,3,19,1,1,1,4,4,NA,81,10,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010101",NA,"parroquia",2020,NA,1,6,NA,1,NA,1,3,NA,114,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010103",NA,"parroquia",2019,15,NA,6,NA,1,2,10,4,1,157,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010103",NA,"parroquia",2020,11,NA,2,NA,NA,1,1,3,1,61,2,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010105",NA,"parroquia",2019,NA,NA,8,NA,NA,NA,2,2,1,50,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010105",NA,"parroquia",2020,NA,1,3,NA,NA,NA,NA,NA,NA,35,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010106",NA,"parroquia",2019,6,NA,4,NA,NA,NA,1,1,NA,35,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010106",NA,"parroquia",2020,3,NA,3,1,NA,NA,1,1,1,28,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010107",NA,"parroquia",2015,40,15,67,9,NA,4,5,25,2,237,2,NA,4,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010107",NA,"parroquia",2016,24,18,65,1,NA,6,9,23,2,328,6,NA,1,1,NA,NA,NA,NA
"Ecuador",NA,"EC010107",NA,"parroquia",2019,20,22,62,30,3,25,34,43,4,722,12,NA,1,1,NA,NA,NA,NA
"Ecuador",NA,"EC010107",NA,"parroquia",2020,6,11,41,7,1,11,11,9,2,494,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010108",NA,"parroquia",2019,6,11,25,NA,1,9,4,12,NA,168,12,NA,2,1,NA,NA,NA,NA
"Ecuador",NA,"EC010108",NA,"parroquia",2020,1,41,7,2,2,2,4,5,NA,81,2,NA,5,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010109",NA,"parroquia",2019,41,34,38,68,9,4,10,34,1,334,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010109",NA,"parroquia",2020,5,26,24,40,2,NA,3,6,NA,233,NA,1,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010110",NA,"parroquia",2019,NA,1,6,NA,1,2,2,NA,NA,25,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010110",NA,"parroquia",2020,NA,1,4,NA,1,NA,2,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010111",NA,"parroquia",2019,2,44,19,3,1,2,4,1,NA,88,14,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010111",NA,"parroquia",2020,6,7,8,2,NA,3,3,NA,1,46,7,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010112",NA,"parroquia",2019,10,88,18,10,18,27,25,5,2,255,3,1,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010112",NA,"parroquia",2020,1,96,14,5,25,8,12,2,4,120,4,NA,3,1,NA,NA,NA,NA
"Ecuador",NA,"EC010114",NA,"parroquia",2019,NA,1,1,NA,1,NA,NA,1,NA,29,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC010114",NA,"parroquia",2020,NA,NA,3,NA,1,NA,NA,NA,3,24,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC020102",NA,"parroquia",2019,2,2,73,NA,NA,64,10,8,6,119,5,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC020102",NA,"parroquia",2020,1,1,21,2,NA,37,4,4,1,37,3,NA,NA,1,NA,NA,NA,NA
"Ecuador",NA,"EC030102",NA,"parroquia",2019,15,3,27,6,NA,14,9,1,1,326,9,NA,NA,2,NA,NA,NA,NA
"Ecuador",NA,"EC030102",NA,"parroquia",2020,9,2,8,11,NA,5,5,NA,1,231,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC040101",NA,"parroquia",2019,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC040101",NA,"parroquia",2020,NA,1,1,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC040102",NA,"parroquia",2019,6,5,64,NA,NA,3,10,8,NA,396,3,NA,1,4,NA,NA,NA,NA
"Ecuador",NA,"EC040102",NA,"parroquia",2020,1,10,50,NA,NA,NA,3,2,2,192,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC050101",NA,"parroquia",2015,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC050102",NA,"parroquia",2019,8,1,78,NA,1,3,17,9,9,177,5,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC050102",NA,"parroquia",2020,2,NA,31,2,1,5,3,2,1,86,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC050103",NA,"parroquia",2015,NA,NA,1,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC050103",NA,"parroquia",2016,NA,NA,NA,NA,NA,2,2,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC050103",NA,"parroquia",2019,NA,NA,1,NA,NA,NA,NA,NA,NA,16,NA,1,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC050103",NA,"parroquia",2020,NA,1,2,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC050104",NA,"parroquia",2015,5,11,141,8,2,18,31,16,14,285,18,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC050104",NA,"parroquia",2016,NA,1,NA,NA,NA,1,1,1,NA,10,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC050104",NA,"parroquia",2019,27,3,94,3,NA,12,35,16,12,151,14,NA,NA,1,NA,NA,NA,NA
"Ecuador",NA,"EC050104",NA,"parroquia",2020,10,6,40,1,1,5,9,5,7,161,3,NA,NA,3,NA,NA,NA,NA
"Ecuador",NA,"EC050202",NA,"parroquia",2019,NA,NA,NA,NA,NA,1,1,1,1,12,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC050202",NA,"parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,11,NA,NA,NA,NA
"Ecuador",NA,"EC060101",NA,"parroquia",2015,5,13,128,10,14,10,17,14,36,249,52,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC060101",NA,"parroquia",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC060101",NA,"parroquia",2019,28,24,186,13,13,20,27,17,11,325,22,NA,NA,1,NA,NA,NA,NA
"Ecuador",NA,"EC060101",NA,"parroquia",2020,17,9,60,12,4,4,9,6,15,221,18,1,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC060102",NA,"parroquia",2019,NA,NA,NA,NA,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC060102",NA,"parroquia",2020,NA,NA,3,NA,NA,2,2,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC060103",NA,"parroquia",2015,125,4,2,NA,3,16,24,18,12,378,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC060103",NA,"parroquia",2019,78,1,8,NA,1,11,4,24,7,388,6,1,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC060103",NA,"parroquia",2020,22,1,7,3,NA,1,1,11,6,168,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC060104",NA,"parroquia",2015,NA,2,99,7,2,9,5,6,11,407,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC060104",NA,"parroquia",2019,4,11,184,4,NA,38,15,28,11,458,1,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC060104",NA,"parroquia",2020,1,8,60,9,1,14,8,3,9,233,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC070101",NA,"parroquia",2019,2,60,3,9,4,4,5,3,1,42,5,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC070101",NA,"parroquia",2020,NA,49,NA,9,1,NA,NA,NA,NA,15,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC070102",NA,"parroquia",2019,30,46,27,98,2,31,31,35,9,705,31,NA,2,1,NA,NA,5,NA
"Ecuador",NA,"EC070102",NA,"parroquia",2020,13,21,11,55,NA,5,6,20,1,317,9,NA,1,NA,NA,NA,1,NA
"Ecuador",NA,"EC070103",NA,"parroquia",2019,NA,NA,NA,NA,NA,NA,5,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC070103",NA,"parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC070104",NA,"parroquia",2019,1,3,1,5,NA,2,2,1,2,65,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC070104",NA,"parroquia",2020,NA,4,1,5,NA,1,4,1,1,36,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC070701",NA,"parroquia",2019,NA,1,NA,NA,NA,1,1,6,1,23,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC070701",NA,"parroquia",2020,NA,1,NA,NA,NA,1,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC070903",NA,"parroquia",2019,1,NA,4,1,1,2,1,NA,NA,56,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC070903",NA,"parroquia",2020,NA,NA,5,NA,1,2,1,1,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC071001",NA,"parroquia",2019,1,12,5,2,NA,5,5,NA,NA,80,3,NA,NA,NA,NA,NA,1,NA
"Ecuador",NA,"EC071001",NA,"parroquia",2020,1,10,2,4,1,NA,NA,1,NA,16,NA,NA,NA,NA,NA,NA,2,NA
"Ecuador",NA,"EC071201",NA,"parroquia",2019,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC071201",NA,"parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC080101",NA,"parroquia",2019,NA,NA,NA,NA,NA,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC080101",NA,"parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC080102",NA,"parroquia",2019,NA,15,7,7,2,78,81,9,NA,41,2,NA,NA,2,NA,NA,NA,NA
"Ecuador",NA,"EC080102",NA,"parroquia",2020,NA,10,3,12,1,NA,2,3,1,49,2,NA,NA,3,NA,NA,NA,NA
"Ecuador",NA,"EC080103",NA,"parroquia",2019,22,22,37,22,3,1,1,14,1,48,8,NA,NA,3,3,4,NA,NA
"Ecuador",NA,"EC080103",NA,"parroquia",2020,7,9,12,14,2,NA,3,8,2,65,5,NA,NA,6,NA,NA,NA,NA
"Ecuador",NA,"EC080104",NA,"parroquia",2019,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA
"Ecuador",NA,"EC080104",NA,"parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090101",NA,"parroquia",2015,220,NA,2,NA,3,27,30,121,30,804,94,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090101",NA,"parroquia",2016,151,NA,1,2,1,24,48,73,16,921,59,NA,NA,NA,NA,NA,NA,1
"Ecuador",NA,"EC090101",NA,"parroquia",2019,195,2,2,2,1,25,46,53,8,688,50,NA,NA,4,NA,NA,1,1
"Ecuador",NA,"EC090101",NA,"parroquia",2020,48,4,1,7,1,5,22,18,1,314,8,NA,NA,2,NA,NA,NA,NA
"Ecuador",NA,"EC090102",NA,"parroquia",2019,NA,NA,NA,NA,NA,2,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090102",NA,"parroquia",2020,NA,NA,1,NA,NA,NA,1,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090103",NA,"parroquia",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090103",NA,"parroquia",2016,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090103",NA,"parroquia",2019,2,211,12,36,31,2,20,7,36,44,51,1,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090103",NA,"parroquia",2020,NA,154,2,15,11,18,34,4,28,20,36,NA,1,NA,NA,NA,1,NA
"Ecuador",NA,"EC090104",NA,"parroquia",2015,NA,34,18,93,1,NA,NA,NA,NA,71,NA,NA,1,NA,NA,NA,1,NA
"Ecuador",NA,"EC090104",NA,"parroquia",2016,NA,65,14,79,3,2,2,3,NA,85,NA,NA,3,NA,NA,NA,2,NA
"Ecuador",NA,"EC090104",NA,"parroquia",2019,NA,49,16,29,4,1,2,10,NA,40,1,NA,3,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090104",NA,"parroquia",2020,NA,26,9,37,NA,NA,NA,NA,NA,24,NA,NA,1,NA,NA,NA,1,NA
"Ecuador",NA,"EC090105",NA,"parroquia",2019,NA,4,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090105",NA,"parroquia",2020,NA,2,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090107",NA,"parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090108",NA,"parroquia",2019,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090108",NA,"parroquia",2020,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090110",NA,"parroquia",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090110",NA,"parroquia",2019,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090111",NA,"parroquia",2019,NA,60,3,5,1,NA,NA,NA,NA,13,NA,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090111",NA,"parroquia",2020,NA,28,NA,9,1,NA,1,2,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090112",NA,"parroquia",2015,20,30,50,5,1,9,6,70,15,413,39,NA,4,NA,1,NA,NA,1
"Ecuador",NA,"EC090112",NA,"parroquia",2016,24,16,36,6,1,9,9,35,13,526,62,NA,10,NA,NA,NA,1,NA
"Ecuador",NA,"EC090112",NA,"parroquia",2019,146,468,113,368,78,209,509,224,22,2155,130,1,28,20,NA,NA,NA,1
"Ecuador",NA,"EC090112",NA,"parroquia",2020,44,325,39,187,29,135,227,62,15,1243,37,2,36,10,NA,NA,NA,2
"Ecuador",NA,"EC090113",NA,"parroquia",2019,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090113",NA,"parroquia",2020,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090114",NA,"parroquia",2015,54,NA,NA,NA,NA,23,9,9,4,256,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090114",NA,"parroquia",2016,48,NA,2,NA,NA,24,5,15,NA,289,5,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090114",NA,"parroquia",2019,17,121,69,128,50,99,121,105,10,1059,38,1,9,NA,NA,NA,1,NA
"Ecuador",NA,"EC090114",NA,"parroquia",2020,7,74,22,123,95,26,26,40,7,368,10,NA,15,1,NA,NA,1,NA
"Ecuador",NA,"EC090601",NA,"parroquia",2019,2,1,NA,NA,2,NA,1,NA,NA,52,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090601",NA,"parroquia",2020,NA,4,NA,1,1,1,1,NA,NA,30,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090603",NA,"parroquia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090603",NA,"parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090701",NA,"parroquia",2019,NA,1,4,6,NA,NA,3,1,2,13,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC090701",NA,"parroquia",2020,NA,1,NA,2,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC091602",NA,"parroquia",2019,NA,2,NA,1,6,2,7,3,2,23,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC091602",NA,"parroquia",2020,NA,5,1,NA,3,1,3,NA,1,23,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC100103",NA,"parroquia",2019,14,14,50,27,NA,17,14,13,9,393,1,1,NA,2,NA,NA,NA,NA
"Ecuador",NA,"EC100103",NA,"parroquia",2020,6,10,22,18,1,7,6,11,3,181,3,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC100104",NA,"parroquia",2019,1,3,12,NA,NA,1,3,NA,3,45,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC100104",NA,"parroquia",2020,NA,3,10,2,NA,1,1,NA,NA,46,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC100202",NA,"parroquia",2019,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC100202",NA,"parroquia",2020,NA,NA,1,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC100401",NA,"parroquia",2019,24,1,58,NA,NA,6,2,7,1,245,NA,2,NA,3,NA,NA,NA,NA
"Ecuador",NA,"EC100401",NA,"parroquia",2020,4,1,16,2,NA,NA,NA,3,2,99,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC110101",NA,"parroquia",2019,6,4,14,6,4,3,4,8,4,278,4,1,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC110101",NA,"parroquia",2020,NA,8,4,2,1,2,5,9,2,97,3,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC110102",NA,"parroquia",2019,NA,1,11,NA,5,5,5,1,1,105,3,3,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC110102",NA,"parroquia",2020,NA,5,4,NA,2,NA,NA,3,NA,65,NA,1,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC110103",NA,"parroquia",2019,12,23,33,38,3,13,11,27,16,216,9,NA,2,1,3,NA,NA,NA
"Ecuador",NA,"EC110103",NA,"parroquia",2020,3,13,8,16,NA,4,5,14,6,156,NA,NA,1,NA,NA,NA,NA,NA
"Ecuador",NA,"EC110104",NA,"parroquia",2019,10,10,64,44,4,8,23,7,15,361,15,NA,1,NA,NA,NA,1,NA
"Ecuador",NA,"EC110104",NA,"parroquia",2020,3,8,28,21,4,2,6,4,5,136,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC110201",NA,"parroquia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC110201",NA,"parroquia",2020,NA,4,NA,NA,NA,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC120101",NA,"parroquia",2019,36,NA,5,3,NA,10,8,12,4,28,2,NA,2,NA,NA,NA,NA,NA
"Ecuador",NA,"EC120101",NA,"parroquia",2020,6,8,8,14,1,4,5,17,3,95,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC120102",NA,"parroquia",2019,8,21,13,21,1,6,8,9,7,297,9,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC120102",NA,"parroquia",2020,1,8,4,19,NA,2,3,2,2,100,5,NA,NA,1,NA,NA,NA,NA
"Ecuador",NA,"EC120501",NA,"parroquia",2019,NA,2,3,2,NA,7,9,2,NA,9,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC120501",NA,"parroquia",2020,NA,1,NA,1,NA,1,4,2,2,6,5,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC120506",NA,"parroquia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC120506",NA,"parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC120507",NA,"parroquia",2019,48,41,28,7,4,2,2,11,1,156,4,NA,1,1,NA,NA,NA,NA
"Ecuador",NA,"EC120507",NA,"parroquia",2020,22,21,13,2,3,1,2,4,4,96,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC120508",NA,"parroquia",2019,NA,6,15,44,NA,11,10,4,2,136,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC120508",NA,"parroquia",2020,NA,1,5,20,2,NA,NA,9,NA,59,1,NA,NA,4,NA,NA,NA,NA
"Ecuador",NA,"EC120802",NA,"parroquia",2019,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC120802",NA,"parroquia",2020,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130101",NA,"parroquia",2019,13,3,31,11,NA,4,11,41,NA,193,7,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130101",NA,"parroquia",2020,2,5,17,4,NA,5,18,21,5,64,13,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130102",NA,"parroquia",2019,NA,2,2,1,NA,NA,NA,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130102",NA,"parroquia",2020,NA,1,4,1,NA,NA,NA,1,NA,24,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130106",NA,"parroquia",2019,7,6,23,2,5,4,7,13,NA,68,1,NA,4,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130106",NA,"parroquia",2020,4,6,4,1,2,1,2,16,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130107",NA,"parroquia",2019,96,7,39,1,2,3,7,38,NA,313,4,NA,2,NA,NA,NA,NA,NA
"Ecuador",NA,"EC130107",NA,"parroquia",2020,16,16,9,1,1,1,NA,8,NA,103,NA,NA,1,NA,NA,NA,NA,NA
