"country","department","municipality","scale","COD","year","malaria_pVivax","malaria_pFalci"
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2008,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2008,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2008,0,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2008,4,3
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2008,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2008,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2008,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2008,0,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2008,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2008,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2008,0,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2008,0,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2008,0,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2008,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2008,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2008,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2008,0,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2008,0,0
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2008,0,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2008,2,0
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2008,0,0
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2008,0,0
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2008,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2008,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2008,0,0
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2008,863,134
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2008,1466,128
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2008,0,0
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2008,101,70
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2008,753,61
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2008,0,0
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2008,25,2
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2008,615,0
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2008,0,79
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2008,10,1
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2008,0,0
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2008,655,25
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2008,4058,1070
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2008,0,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2008,539,113
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2008,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2008,5023,1879
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2008,18,2
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2008,761,158
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2009,0,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2009,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2009,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2009,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2009,0,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2009,2,1
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2009,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2009,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2009,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2009,0,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2009,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2009,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2009,0,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2009,0,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2009,0,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2009,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2009,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2009,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2009,0,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2009,124,8
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2009,0,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2009,0,0
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2009,1,0
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2009,0,0
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2009,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2009,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2009,4,0
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2009,565,144
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2009,2444,751
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2009,0,0
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2009,69,24
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2009,603,71
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2009,0,0
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2009,22,3
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2009,150,33
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2009,7,4
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2009,36,0
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2009,189,121
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2009,333,35
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2009,3989,1159
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2009,2,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2009,757,264
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2009,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2009,8040,3181
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2009,40,4
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2009,921,96
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2010,5,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2010,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2010,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2010,3,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2010,8,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2010,4,0
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2010,6,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2010,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2010,1,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2010,7,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2010,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2010,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2010,3,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2010,0,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2010,7,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2010,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2010,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2010,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2010,0,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2010,301,61
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2010,3,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2010,1,0
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2010,0,2
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2010,23,5
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2010,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2010,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2010,0,1
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2010,2291,840
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2010,1232,522
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2010,2,2
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2010,61,20
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2010,410,80
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2010,3,1
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2010,77,41
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2010,199,107
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2010,47,11
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2010,391,103
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2010,520,243
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2010,202,48
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2010,2799,1210
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2010,21,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2010,2635,639
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2010,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2010,9069,4255
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2010,902,42
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2010,2363,610
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2011,0,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2011,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2011,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2011,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2011,0,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2011,0,0
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2011,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2011,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2011,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2011,0,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2011,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2011,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2011,0,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2011,0,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2011,0,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2011,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2011,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2011,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2011,0,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2011,454,252
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2011,0,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2011,1,0
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2011,0,0
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2011,3,0
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2011,1,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2011,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2011,0,0
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2011,957,188
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2011,971,182
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2011,0,0
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2011,105,24
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2011,586,76
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2011,1,0
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2011,46,5
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2011,569,143
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2011,6,2
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2011,26,136
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2011,768,238
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2011,234,53
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2011,4243,1313
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2011,1,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2011,951,126
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2011,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2011,11940,5190
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2011,266,13
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2011,1315,186
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2012,0,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2012,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2012,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2012,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2012,0,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2012,6,1
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2012,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2012,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2012,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2012,0,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2012,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2012,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2012,0,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2012,0,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2012,0,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2012,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2012,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2012,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2012,0,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2012,164,115
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2012,0,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2012,72,1
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2012,0,0
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2012,0,0
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2012,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2012,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2012,0,0
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2012,988,181
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2012,1506,341
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2012,0,0
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2012,135,14
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2012,980,234
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2012,0,0
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2012,78,14
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2012,316,91
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2012,0,0
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2012,127,34
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2012,471,104
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2012,280,35
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2012,5908,2278
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2012,0,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2012,810,151
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2012,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2012,12186,4817
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2012,166,5
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2012,1650,484
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2013,1,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2013,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2013,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2013,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2013,2,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2013,0,0
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2013,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2013,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2013,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2013,0,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2013,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2013,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2013,5,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2013,2,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2013,2,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2013,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2013,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2013,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2013,0,1
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2013,203,228
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2013,0,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2013,32,3
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2013,6,2
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2013,131,65
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2013,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2013,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2013,3,2
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2013,962,633
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2013,1349,665
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2013,9,3
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2013,69,30
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2013,988,275
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2013,28,33
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2013,707,288
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2013,359,242
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2013,78,27
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2013,90,46
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2013,485,257
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2013,531,25
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2013,6533,3524
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2013,4,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2013,1086,261
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2013,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2013,16664,10288
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2013,284,74
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2013,2178,1155
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2014,2,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2014,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2014,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2014,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2014,1,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2014,10,1
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2014,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2014,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2014,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2014,1,1
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2014,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2014,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2014,10,10
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2014,1,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2014,2,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2014,1,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2014,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2014,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2014,1,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2014,358,245
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2014,1,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2014,14,0
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2014,4,1
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2014,19,18
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2014,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2014,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2014,2,1
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2014,1154,735
