"country","department","municipality","COD","scale","year","malaria falciparum","malaria vivax","chagas","conjunctivitis","rickettsia","bronchitis","chronic_resp","pneumonia","pharyngitis","tonsillitis","laryngitis","tracheitis","conduct_cardiac","cerebral_infarction","myocardial","pulmonary_embolism","malaria","cutaneous_leishmaniasis"
"Colombia","Caquetá","MORELIA","CO18479","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"Colombia","Guainía","MORICHAL","CO94888","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Vaupes","PACOA","CO97511","municipality",2019,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"Colombia","Guainía","PANA PANA","CO94887","municipality",2019,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Vaupes","PAPUNAUA (MORICHAL)","CO97777","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3
"Colombia","Nariño","PASTO","CO52001","municipality",2019,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"Colombia","Cauca","PIAMONTE","CO19533","municipality",2019,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14
"Colombia","Nariño","POTOSI","CO52560","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Vichada","PUERTO CARREÑO","CO99001","municipality",2019,34,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10
"Colombia","Amazonas","PUERTO ARICA","CO91536","municipality",2019,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"Colombia","Nariño","PUERRES","CO52573","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Amazonas","PUERTO ALEGRÍA","CO91530","municipality",2019,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Guainía","PUERTO COLOMBIA","CO94884","municipality",2019,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
"Colombia","Meta","PUERTO CONCORDIA","CO50450","municipality",2019,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
"Colombia","Meta","PUERTO GAITAN","CO50568","municipality",2019,98,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,9
"Colombia","Guainía","PUERTO INIRIDA","CO94884","municipality",2019,174,1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,32
"Colombia","Amazonas","PUERTO NARIÑO","CO91540","municipality",2019,41,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0
"Colombia","Meta","PUERTO RICO","CO50590","municipality",2019,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9
"Colombia","Caquetá","PUERTO RICO","CO18592","municipality",2019,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7
"Colombia","Amazonas","PUERTO SANTANDER","CO91669","municipality",2019,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
"Colombia","Guainía","SAN FELIPE","CO94883","municipality",2019,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"Colombia","Caquetá","SAN JOSE DEL FRAGUA","CO18610","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"Colombia","Guaviare","SAN JOSE DEL GUAVIARE","CO95001","municipality",2019,285,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,330
"Colombia","Caquetá","SAN VICENTE DEL CAGUAN","CO18753","municipality",2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54
"Colombia","Cauca","SANTA ROSA","CO19701","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"Colombia","Vichada","SANTA ROSALIA","CO99624","municipality",2019,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"Colombia","Caquetá","SOLANO","CO18756","municipality",2019,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5
"Colombia","Meta","SAN JUAN DE ARAMA","CO50683","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Cauca","SAN SEBASTIAN","CO19693","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Caquetá","SOLITA","CO18785","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3
"Colombia","Vaupes","TARAIRA","CO97666","municipality",2019,3,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Amazonas","TARAPACA","CO91798","municipality",2019,104,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2
"Colombia","Putumayo","MOCOA","CO86001","municipality",2019,1,NA,NA,485,NA,153,301,503,517,690,71,19,72,10,20,1,0,20
"Colombia","Meta","VISTAHERMOSA","CO50711","municipality",2019,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
"Colombia","Nariño","TANGUA","CO52788","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Caquetá","VALPARAISO","CO18860","municipality",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"Colombia","Vaupes","YAVARATE","CO97889","municipality",2019,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"Colombia","Putumayo","ORITO","CO86320","municipality",2009,NA,62,NA,46,NA,26,11,31,35,41,9,3,2,NA,NA,NA,0,26
"Colombia","Putumayo","ORITO","CO86320","municipality",2010,1,106,NA,80,NA,134,31,96,70,99,7,7,2,1,3,2,0,85
"Colombia","Putumayo","ORITO","CO86320","municipality",2011,2,172,NA,268,1,234,78,471,244,252,16,3,6,3,7,2,0,34
"Colombia","Putumayo","ORITO","CO86320","municipality",2012,4,28,NA,200,NA,327,56,285,256,369,31,3,5,4,4,2,0,41
"Colombia","Putumayo","ORITO","CO86320","municipality",2013,NA,3,1,161,NA,249,47,217,232,268,21,3,16,2,8,1,0,40
"Colombia","Putumayo","MOCOA","CO86001","municipality",2014,1,3,NA,418,NA,507,233,334,409,692,108,10,59,10,13,4,0,15
"Colombia","Putumayo","PUERTO ASIS","CO86568","municipality",2009,3,312,NA,211,NA,225,89,269,265,261,49,4,22,1,6,NA,0,122
"Colombia","Putumayo","PUERTO ASIS","CO86568","municipality",2010,3,64,NA,284,NA,201,92,488,172,459,48,3,14,NA,5,NA,1,90
"Colombia","Putumayo","PUERTO ASIS","CO86568","municipality",2011,3,64,NA,718,NA,600,207,924,487,1385,120,2,31,5,14,NA,2,54
"Colombia","Putumayo","PUERTO ASIS","CO86568","municipality",2012,NA,5,1,498,NA,678,122,557,898,1235,90,4,29,NA,8,2,2,102
"Colombia","Putumayo","PUERTO ASIS","CO86568","municipality",2013,NA,4,NA,670,NA,1174,128,826,1466,1383,137,3,56,3,9,9,2,84
"Colombia","Putumayo","ORITO","CO86320","municipality",2014,1,2,NA,284,NA,183,81,328,250,581,24,3,15,3,5,4,1,6
"Colombia","Putumayo","PUERTO CAICEDO","CO86569","municipality",2009,NA,1,NA,1,NA,1,1,8,5,5,NA,NA,NA,NA,NA,NA,0,35
"Colombia","Putumayo","PUERTO GUZMAN","CO86571","municipality",2009,NA,95,NA,5,NA,4,NA,3,2,2,NA,NA,NA,NA,NA,NA,0,97
"Colombia","Putumayo","PUERTO CAICEDO","CO86569","municipality",2010,NA,NA,NA,35,NA,17,6,29,40,74,2,NA,NA,1,NA,NA,0,28
"Colombia","Putumayo","PUERTO CAICEDO","CO86569","municipality",2011,NA,4,NA,219,NA,67,53,123,239,155,13,2,4,NA,4,1,1,34
"Colombia","Putumayo","PUERTO CAICEDO","CO86569","municipality",2012,NA,2,NA,48,NA,29,13,82,14,116,4,1,2,NA,1,NA,0,25
"Colombia","Putumayo","PUERTO CAICEDO","CO86569","municipality",2013,NA,1,NA,63,NA,72,17,70,43,119,1,3,3,1,1,7,0,30
"Colombia","Putumayo","PUERTO ASIS","CO86568","municipality",2014,1,2,NA,911,NA,1804,294,1158,1660,1628,170,8,66,14,11,1,1,75
"Colombia","Putumayo","PUERTO LEGUIZAMO","CO86573","municipality",2009,2,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,153
"Colombia","Putumayo","PUERTO GUZMAN","CO86571","municipality",2010,3,34,NA,42,NA,21,6,23,45,40,2,NA,2,NA,NA,NA,1,61
"Colombia","Putumayo","PUERTO LEGUIZAMO","CO86573","municipality",2010,3,11,NA,7,NA,7,5,13,2,3,NA,NA,NA,NA,2,NA,0,43
"Colombia","Putumayo","PUERTO GUZMAN","CO86571","municipality",2011,2,26,NA,21,NA,17,10,52,8,35,NA,NA,1,NA,2,NA,0,42
"Colombia","Putumayo","PUERTO GUZMAN","CO86571","municipality",2012,2,NA,NA,27,NA,17,3,47,15,48,3,NA,3,NA,NA,NA,0,47
"Colombia","Putumayo","PUERTO GUZMAN","CO86571","municipality",2013,NA,NA,NA,84,NA,50,30,145,47,131,3,NA,4,NA,NA,NA,0,112
"Colombia","Putumayo","PUERTO CAICEDO","CO86569","municipality",2014,NA,NA,NA,37,NA,122,35,121,48,99,5,NA,3,NA,1,3,0,53
"Colombia","Putumayo","PUERTO GUZMAN","CO86571","municipality",2014,NA,NA,NA,143,NA,39,32,70,24,294,1,NA,3,2,NA,NA,0,45
"Colombia","Putumayo","SAN FRANCISCO","CO86755","municipality",2009,NA,NA,NA,8,NA,3,5,9,8,9,NA,1,NA,NA,2,NA,0,2
"Colombia","Putumayo","SAN MIGUEL (LA DORADA)","CO86757","municipality",2009,1,29,NA,2,NA,2,1,8,4,5,1,NA,NA,NA,NA,NA,1,6
"Colombia","Putumayo","SAN FRANCISCO","CO86755","municipality",2010,NA,NA,NA,66,NA,24,14,33,507,50,4,NA,NA,NA,NA,NA,0,0
"Colombia","Putumayo","PUERTO LEGUIZAMO","CO86573","municipality",2011,NA,4,NA,15,NA,62,11,72,15,15,2,NA,NA,NA,NA,NA,1,21
"Colombia","Putumayo","PUERTO LEGUIZAMO","CO86573","municipality",2012,1,19,NA,16,NA,15,8,61,33,26,3,NA,3,NA,1,NA,1,56
"Colombia","Putumayo","PUERTO LEGUIZAMO","CO86573","municipality",2013,2,25,NA,30,NA,28,20,49,86,47,NA,1,2,1,NA,NA,1,41
"Colombia","Putumayo","PUERTO LEGUIZAMO","CO86573","municipality",2014,NA,29,NA,111,NA,47,40,130,95,131,5,NA,NA,2,3,5,0,30
"Colombia","Putumayo","SANTIAGO","CO86760","municipality",2009,NA,NA,NA,5,NA,5,1,10,3,8,1,NA,1,NA,NA,NA,0,0
"Colombia","Putumayo","SAN MIGUEL (LA DORADA)","CO86757","municipality",2010,NA,7,NA,1,NA,3,3,16,5,6,NA,NA,1,NA,NA,NA,0,11
"Colombia","Putumayo","SANTIAGO","CO86760","municipality",2010,NA,NA,NA,36,NA,12,6,25,46,24,NA,1,2,NA,NA,NA,0,0
"Colombia","Putumayo","SAN FRANCISCO","CO86755","municipality",2011,NA,NA,NA,88,NA,36,14,21,691,27,5,3,NA,NA,NA,NA,0,0
"Colombia","Putumayo","SAN MIGUEL (LA DORADA)","CO86757","municipality",2011,NA,NA,NA,87,NA,51,33,132,169,41,1,3,2,NA,NA,NA,0,8
"Colombia","Putumayo","SAN FRANCISCO","CO86755","municipality",2012,NA,NA,NA,90,NA,50,29,33,701,42,4,1,1,1,1,NA,0,0
"Colombia","Putumayo","SAN MIGUEL (LA DORADA)","CO86757","municipality",2012,NA,NA,NA,56,NA,26,11,106,194,65,2,NA,3,NA,1,NA,0,9
"Colombia","Putumayo","SAN FRANCISCO","CO86755","municipality",2013,NA,NA,NA,66,NA,17,15,22,378,73,4,NA,3,1,1,NA,0,1
"Colombia","Putumayo","SAN FRANCISCO","CO86755","municipality",2014,NA,NA,NA,104,NA,44,24,48,298,69,4,1,6,NA,3,NA,0,0
"Colombia","Putumayo","SIBUNDOY","CO86749","municipality",2009,NA,NA,NA,38,NA,16,16,34,33,33,8,NA,3,NA,NA,NA,0,0
"Colombia","Putumayo","SIBUNDOY","CO86749","municipality",2010,NA,NA,NA,162,NA,88,31,113,378,78,9,1,3,NA,2,NA,0,0
"Colombia","Putumayo","SANTIAGO","CO86760","municipality",2011,NA,NA,NA,88,NA,8,10,50,95,31,4,2,2,NA,NA,NA,0,0
"Colombia","Putumayo","SANTIAGO","CO86760","municipality",2012,NA,NA,NA,77,NA,14,11,40,60,44,5,2,2,NA,2,NA,0,0
"Colombia","Putumayo","SAN MIGUEL (LA DORADA)","CO86757","municipality",2013,NA,NA,2,54,NA,63,22,75,108,92,10,1,3,NA,1,NA,0,13
"Colombia","Putumayo","SAN MIGUEL (LA DORADA)","CO86757","municipality",2014,NA,NA,NA,114,NA,139,53,154,225,234,34,1,12,2,5,NA,0,15
"Colombia","Putumayo","VALLE DEL GUAMUEZ","CO86865","municipality",2009,NA,40,NA,19,NA,43,7,48,59,71,6,1,1,NA,NA,NA,0,5
"Colombia","Putumayo","SIBUNDOY","CO86749","municipality",2011,NA,NA,NA,222,NA,165,35,121,549,197,5,1,7,NA,4,8,0,1
"Colombia","Putumayo","SIBUNDOY","CO86749","municipality",2012,NA,1,NA,265,NA,150,40,118,461,199,15,4,11,NA,3,2,0,1
"Colombia","Putumayo","SANTIAGO","CO86760","municipality",2013,NA,NA,NA,27,NA,11,7,13,18,42,1,2,2,NA,NA,NA,0,0
"Colombia","Putumayo","SANTIAGO","CO86760","municipality",2014,NA,NA,NA,145,NA,52,22,68,168,182,14,12,6,NA,1,NA,1,1
"Colombia","Putumayo","VILLAGARZON","CO86885","municipality",2009,NA,5,NA,4,NA,4,7,10,2,7,NA,NA,2,NA,NA,NA,0,27
"Colombia","Putumayo","VALLE DEL GUAMUEZ","CO86865","municipality",2010,NA,NA,NA,68,NA,77,21,64,51,205,48,16,1,NA,1,NA,0,0
"Colombia","Putumayo","VALLE DEL GUAMUEZ","CO86865","municipality",2011,NA,14,NA,217,NA,210,75,145,121,563,58,10,6,1,3,3,0,12
"Colombia","Putumayo","VALLE DEL GUAMUEZ","CO86865","municipality",2012,NA,3,NA,150,NA,169,27,174,66,263,29,1,1,NA,2,NA,0,6
"Colombia","Putumayo","SIBUNDOY","CO86749","municipality",2013,NA,NA,NA,193,NA,92,51,85,331,227,22,2,7,3,2,NA,0,0
"Colombia","Putumayo","SIBUNDOY","CO86749","municipality",2014,NA,NA,NA,247,NA,128,85,111,266,391,26,3,11,3,4,10,0,0
"Colombia","Putumayo","VALLE DEL GUAMUEZ","CO86865","municipality",2013,1,NA,1,208,NA,109,61,234,97,348,40,3,21,1,3,14,0,7
"Colombia","Putumayo","VALLE DEL GUAMUEZ","CO86865","municipality",2014,NA,1,2,240,NA,133,99,286,223,382,31,1,22,6,11,1,0,17
"Colombia","Putumayo","VILLAGARZON","CO86885","municipality",2010,NA,1,NA,44,NA,32,17,28,59,67,11,NA,NA,NA,1,NA,0,15
"Colombia","Putumayo","VILLAGARZON","CO86885","municipality",2011,NA,3,NA,58,NA,169,78,109,153,31,16,1,8,1,NA,NA,0,14
"Colombia","Putumayo","VILLAGARZON","CO86885","municipality",2012,1,2,NA,49,NA,56,15,68,63,86,3,1,3,NA,NA,NA,0,11
"Colombia","Putumayo","VILLAGARZON","CO86885","municipality",2013,NA,NA,NA,28,NA,32,27,74,48,117,8,NA,4,1,1,NA,0,28
"Colombia","Putumayo","VILLAGARZON","CO86885","municipality",2014,NA,NA,NA,142,NA,121,82,123,92,375,41,1,10,2,4,NA,0,59
"Colombia","Putumayo","PUERTO CAICEDO","CO86569","municipality",2015,NA,1,NA,NA,NA,37,12,46,9,38,2,NA,1,1,NA,1,0,34
"Colombia","Putumayo","ORITO","CO86320","municipality",2016,2,NA,NA,NA,NA,62,41,378,68,185,21,1,10,10,2,1,0,12
"Colombia","Putumayo","ORITO","CO86320","municipality",2017,2,NA,NA,NA,NA,65,68,348,71,462,23,3,20,20,12,11,0,23
"Colombia","Putumayo","PUERTO CAICEDO","CO86569","municipality",2018,NA,2,NA,NA,NA,33,28,87,93,129,2,NA,5,5,1,1,0,9
"Colombia","Vichada","PUERTO CARREÑO","CO99001","municipality",2015,56,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,3
"Colombia","Guainía","PUERTO COLOMBIA","CO94884","municipality",2015,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Meta","PUERTO CONCORDIA","CO50450","municipality",2015,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6
"Colombia","Meta","PUERTO GAITAN","CO50568","municipality",2015,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15
"Colombia","Putumayo","PUERTO GUZMAN","CO86571","municipality",2015,NA,NA,NA,NA,NA,24,35,80,43,199,3,NA,4,4,2,1,0,27
"Colombia","Putumayo","PUERTO ASIS","CO86568","municipality",2016,1,3,NA,NA,NA,800,238,742,495,847,42,6,30,30,19,3,2,10
"Colombia","Putumayo","PUERTO ASIS","CO86568","municipality",2017,5,NA,NA,NA,NA,532,242,591,302,832,48,4,37,37,21,4,0,30
"Colombia","Vichada","PUERTO CARREÑO","CO99001","municipality",2018,119,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,28
"Colombia","Guainía","PUERTO COLOMBIA","CO94884","municipality",2018,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"Colombia","Meta","PUERTO CONCORDIA","CO50450","municipality",2018,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
"Colombia","Meta","PUERTO GAITAN","CO50568","municipality",2018,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13
"Colombia","Putumayo","PUERTO GUZMAN","CO86571","municipality",2018,1,NA,NA,NA,NA,32,25,62,5,204,2,3,5,5,3,1,0,27
"Colombia","Guainía","PUERTO INIRIDA","CO94884","municipality",2015,64,981,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,11
"Colombia","Putumayo","PUERTO LEGUIZAMO","CO86573","municipality",2015,2,15,NA,NA,NA,50,39,61,21,152,3,NA,4,4,4,2,1,14
"Colombia","Putumayo","PUERTO CAICEDO","CO86569","municipality",2016,NA,NA,NA,NA,NA,49,27,77,53,138,3,9,3,3,2,13,0,7
"Colombia","Putumayo","PUERTO CAICEDO","CO86569","municipality",2017,NA,NA,NA,NA,NA,42,20,25,65,151,19,15,2,2,2,1,0,15
"Colombia","Guainía","PUERTO INIRIDA","CO94884","municipality",2018,529,2495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,21
"Colombia","Putumayo","PUERTO LEGUIZAMO","CO86573","municipality",2018,1,10,NA,NA,NA,55,42,58,16,55,7,3,2,2,7,4,4,17
"Colombia","Amazonas","PUERTO NARIÑO","CO91540","municipality",2015,103,1256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1
"Colombia","Meta","PUERTO RICO","CO50590","municipality",2015,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,71
"Colombia","Caquetá","PUERTO RICO","CO18592","municipality",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5
"Colombia","Amazonas","PUERTO SANTANDER","CO91669","municipality",2015,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5
"Colombia","Guainía","SAN FELIPE","CO94883","municipality",2015,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3
"Colombia","Putumayo","SAN FRANCISCO","CO86755","municipality",2015,NA,NA,NA,NA,NA,13,26,29,61,86,2,1,1,1,2,11,0,0
"Colombia","Putumayo","PUERTO GUZMAN","CO86571","municipality",2016,NA,4,1,NA,NA,8,25,72,25,139,1,7,1,1,3,1,0,13
"Colombia","Putumayo","PUERTO GUZMAN","CO86571","municipality",2017,22,NA,NA,NA,NA,9,17,54,20,71,2,NA,4,4,1,1,0,19
"Colombia","Amazonas","PUERTO NARIÑO","CO91540","municipality",2018,24,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1
"Colombia","Meta","PUERTO RICO","CO50590","municipality",2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7
"Colombia","Caquetá","PUERTO RICO","CO18592","municipality",2018,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
"Colombia","Amazonas","PUERTO SANTANDER","CO91669","municipality",2018,41,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0
"Colombia","Guainía","SAN FELIPE","CO94883","municipality",2018,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
"Colombia","Caquetá","SAN JOSE DEL FRAGUA","CO18610","municipality",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"Colombia","Guaviare","SAN JOSE DEL GUAVIARE","CO95001","municipality",2015,131,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,232
"Colombia","Meta","SAN JUAN DE ARAMA","CO50683","municipality",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Putumayo","SAN MIGUEL (LA DORADA)","CO86757","municipality",2015,NA,NA,1,NA,NA,9,37,77,120,112,6,3,6,6,2,3,0,7
"Colombia","Putumayo","PUERTO LEGUIZAMO","CO86573","municipality",2016,1,50,1,NA,NA,7,16,14,9,8,NA,7,7,7,2,1,9,1
"Colombia","Putumayo","PUERTO LEGUIZAMO","CO86573","municipality",2017,2,NA,NA,NA,NA,43,31,55,14,40,NA,NA,6,6,2,1,7,16
"Colombia","Putumayo","SAN FRANCISCO","CO86755","municipality",2017,NA,NA,NA,NA,NA,8,15,11,71,53,NA,NA,2,2,2,1,0,0
"Colombia","Putumayo","SAN FRANCISCO","CO86755","municipality",2018,NA,NA,NA,NA,NA,NA,8,17,11,27,1,1,NA,NA,NA,1,0,0
"Colombia","Caquetá","SAN JOSE DEL FRAGUA","CO18610","municipality",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9
"Colombia","Guaviare","SAN JOSE DEL GUAVIARE","CO95001","municipality",2018,204,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,295
"Colombia","Meta","SAN JUAN DE ARAMA","CO50683","municipality",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Putumayo","SAN MIGUEL (LA DORADA)","CO86757","municipality",2018,NA,NA,2,NA,NA,20,40,91,24,125,8,4,1,1,3,2,0,21
"Colombia","Cauca","SAN SEBASTIAN","CO19693","municipality",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Caquetá","SAN VICENTE DEL CAGUAN","CO18753","municipality",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,61
"Colombia","Cauca","SANTA ROSA","CO19701","municipality",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Vichada","SANTA ROSALIA","CO99624","municipality",2015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Putumayo","SANTIAGO","CO86760","municipality",2015,NA,NA,NA,NA,NA,17,44,69,186,151,80,2,4,4,2,8,0,0
"Colombia","Putumayo","SAN FRANCISCO","CO86755","municipality",2016,NA,NA,NA,NA,NA,9,12,23,47,137,6,NA,1,1,NA,11,0,0
"Colombia","Putumayo","SAN MIGUEL (LA DORADA)","CO86757","municipality",2016,1,1,NA,NA,NA,39,37,229,260,275,5,3,8,8,1,1,1,5
"Colombia","Putumayo","SAN MIGUEL (LA DORADA)","CO86757","municipality",2017,NA,NA,NA,NA,NA,4,30,48,19,46,4,NA,8,8,2,1,0,13
"Colombia","Cauca","SAN SEBASTIAN","CO19693","municipality",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Caquetá","SAN VICENTE DEL CAGUAN","CO18753","municipality",2018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64
"Colombia","Cauca","SANTA ROSA","CO19701","municipality",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Vichada","SANTA ROSALIA","CO99624","municipality",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"Colombia","Putumayo","SIBUNDOY","CO86749","municipality",2015,1,NA,NA,NA,NA,53,64,141,242,384,20,2,7,7,4,2,0,0
"Colombia","Putumayo","SANTIAGO","CO86760","municipality",2016,NA,NA,NA,NA,NA,34,36,59,226,92,11,3,4,4,1,3,0,0
"Colombia","Putumayo","SANTIAGO","CO86760","municipality",2018,1,NA,NA,NA,NA,2,18,29,65,80,3,1,2,2,NA,1,1,0
"Colombia","Putumayo","SIBUNDOY","CO86749","municipality",2018,NA,1,NA,NA,NA,35,61,87,214,192,5,4,5,5,3,1,0,0
"Colombia","Caquetá","SOLANO","CO18756","municipality",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
"Colombia","Caquetá","SOLITA","CO18785","municipality",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"Colombia","Nariño","TANGUA","CO52788","municipality",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"Colombia","Putumayo","SIBUNDOY","CO86749","municipality",2016,NA,NA,NA,NA,1,32,49,93,155,308,6,3,5,5,4,4,0,0
"Colombia","Putumayo","SANTIAGO","CO86760","municipality",2017,NA,NA,NA,NA,NA,19,26,58,155,161,6,NA,3,3,NA,3,0,1
