"country","department","municipality","COD","scale","year","malaria falciparum","malaria vivax","chagas","conjunctivitis","rickettsia","bronchitis","chronic_resp","pneumonia","pharyngitis","tonsillitis","laryngitis","tracheitis","conduct_cardiac","cerebral_infarction","myocardial","pulmonary_embolism","malaria","cutaneous_leishmaniasis"
"Colombia","Putumayo","SIBUNDOY","CO86749","municipality",2017,NA,NA,NA,NA,NA,49,34,74,89,157,5,NA,2,2,7,1,0,0
"Colombia","Caquetá","SOLANO","CO18756","municipality",2018,7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11
"Colombia","Vaupes","TARAIRA","CO97666","municipality",2015,1,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"Colombia","Amazonas","TARAPACA","CO91798","municipality",2015,227,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1
"Colombia","Putumayo","VALLE DEL GUAMUEZ","CO86865","municipality",2015,NA,1,NA,NA,NA,86,62,251,142,528,34,4,7,7,7,9,0,12
"Colombia","Putumayo","VALLE DEL GUAMUEZ","CO86865","municipality",2016,NA,NA,NA,NA,NA,74,111,284,131,332,41,6,18,18,8,4,0,8
"Colombia","Putumayo","VALLE DEL GUAMUEZ","CO86865","municipality",2017,NA,NA,NA,NA,NA,116,113,333,243,333,19,1,27,27,4,1,0,5
"Colombia","Caquetá","SOLITA","CO18785","municipality",2018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Nariño","TANGUA","CO52788","municipality",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Colombia","Vaupes","TARAIRA","CO97666","municipality",2018,2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"Colombia","Amazonas","TARAPACA","CO91798","municipality",2018,3,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3
"Colombia","Putumayo","VALLE DEL GUAMUEZ","CO86865","municipality",2018,NA,1,NA,NA,NA,70,119,309,113,327,16,NA,15,15,5,1,0,8
"Colombia","Caquetá","VALPARAISO","CO18860","municipality",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"Colombia","Putumayo","VILLAGARZON","CO86885","municipality",2015,NA,2,NA,NA,NA,115,82,223,94,644,64,4,21,21,2,1,1,20
"Colombia","Putumayo","VILLAGARZON","CO86885","municipality",2016,NA,NA,NA,NA,NA,139,82,198,150,548,78,5,8,8,6,3,0,15
"Colombia","Putumayo","VILLAGARZON","CO86885","municipality",2017,NA,NA,1,NA,NA,49,65,173,112,297,60,1,20,20,5,1,0,20
"Colombia","Caquetá","VALPARAISO","CO18860","municipality",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"Colombia","Putumayo","VILLAGARZON","CO86885","municipality",2018,NA,NA,NA,NA,NA,20,58,202,81,180,47,6,13,13,5,1,0,17
"Colombia","Meta","VISTAHERMOSA","CO50711","municipality",2015,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,128
"Colombia","Vaupes","YAVARATE","CO97889","municipality",2015,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"Colombia","Meta","VISTAHERMOSA","CO50711","municipality",2018,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27
"Colombia","Vaupes","YAVARATE","CO97889","municipality",2018,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
"Colombia","Putumayo","ORITO","CO86320","municipality",2019,NA,3,NA,244,NA,134,168,348,163,391,36,2,37,6,29,3,0,32
"Colombia","Putumayo","PUERTO ASIS","CO86568","municipality",2019,NA,1,1,391,NA,539,353,704,410,588,55,5,82,7,40,3,1,62
"Colombia","Putumayo","PUERTO CAICEDO","CO86569","municipality",2019,NA,NA,NA,104,NA,34,68,139,49,192,11,1,9,5,6,NA,0,19
"Colombia","Putumayo","PUERTO GUZMAN","CO86571","municipality",2019,2,NA,NA,197,NA,24,44,98,32,358,5,NA,11,3,5,NA,0,32
"Colombia","Putumayo","PUERTO LEGUIZAMO","CO86573","municipality",2019,1,23,NA,35,NA,28,40,65,36,30,7,NA,6,3,9,NA,3,14
"Colombia","Putumayo","SAN FRANCISCO","CO86755","municipality",2019,NA,NA,NA,32,NA,7,34,67,33,66,4,NA,11,4,2,2,0,0
"Colombia","Putumayo","SAN MIGUEL (LA DORADA)","CO86757","municipality",2019,1,1,NA,71,NA,59,68,235,38,474,2,1,6,2,8,3,0,17
"Colombia","Putumayo","SANTIAGO","CO86760","municipality",2019,1,NA,NA,49,NA,12,54,153,14,100,3,3,2,NA,2,NA,0,0
"Colombia","Putumayo","SIBUNDOY","CO86749","municipality",2019,NA,NA,NA,165,NA,34,90,222,129,197,12,NA,14,1,7,NA,0,0
"Colombia","Putumayo","VALLE DEL GUAMUEZ","CO86865","municipality",2019,NA,NA,NA,150,NA,96,120,352,89,270,17,3,34,7,14,1,0,12
"Colombia","Putumayo","VILLAGARZON","CO86885","municipality",2019,1,NA,NA,228,NA,64,114,519,162,452,227,2,21,1,10,NA,0,26
